Full Name,Department,Job Title,Hiring day
Palpatine Jason Olegovna,League of Assassins,Photographer,10/03/2021
Murdock Walter Petrovna,CatCo Worldwide Media,Model,26/09/2023
Romanoff Carol Katerinaevna,Central City Police Department,CEO,30/10/2018
Rogers Felicity Veniaminovna,Daily Planet,Soldier,27/09/2023
Queen Dorothy Mikhailovna,Gamma Research,Reporter,13/02/2020
Parker Daniel Vasilievna,Rand Enterprises,Scientist,21/12/2022
Reilly Felicity Petrovna,Fantastic Four,Air Force Pilot,12/11/2023
Parker Susan Ivanovna,CatCo Worldwide Media,Spy,04/12/2019
Jones Wanda Elenaevna,CatCo Worldwide Media,IT Specialist,31/03/2023
Watson Lois Andreevna,Stark Industries,Photographer,16/03/2021
Rand Clark Petrovna,S.H.I.E.L.D.,Scientist,04/11/2019
Kent Barry Nataliaevna,League of Assassins,IT Specialist,31/05/2019
Stark Steve Vsevolodovna,Wayne Enterprises,Photographer,25/07/2018
Romanoff Kate Katerinaevna,League of Assassins,Reporter,19/10/2022
Gale Carol Yurievna,Oscorp Industries,Model,18/07/2024
Reilly Ben Artemovna,S.H.I.E.L.D.,CEO,19/08/2017
Jones Clark Irinaevna,Oscorp Industries,Model,20/07/2018
Gale Rey Ivanovna,Fantastic Four,Air Force Pilot,03/09/2016
Bishop Wanda Borisovna,Rand Enterprises,Soldier,26/04/2019
Zor-El Peggy Dmitrievna,NASA,Soldier,19/08/2020
Watson Mary Nataliaevna,Central City Police Department,Agent,08/05/2024
Murdock Walter Vladimirovna,Central City Police Department,Lawyer,25/07/2022
Allen Susan Stanislavovna,Oscorp Industries,Scientist,14/11/2016
Danvers Steve Ivanovna,Wayne Enterprises,Reporter,09/11/2021
Parker Susan Yakovlevna,Palmer Technologies,Agent,01/11/2020
Stark Lois Borisovna,Fantastic Four,Scientist,25/09/2016
Carter Mary Tatianaevna,SSR,IT Specialist,28/12/2017
Murdock Grace Nikolaevna,Oscorp Industries,Agent,20/10/2022
Cain Steve Veniaminovna,Alias Investigations,Lawyer,27/04/2020
Danvers Grace Sidorovna,SSR,Spy,15/11/2021
Storm Lois Nikolaevna,CatCo Worldwide Media,Spy,01/06/2023
Watson Jessica Dmitrievna,SSR,Private Investigator,11/01/2019
Maximoff Wanda Viktorovna,Fantastic Four,Soldier,20/05/2018
Todd Matt Vsevolodovna,CatCo Worldwide Media,Archer,28/03/2022
Allen Dorothy Fedorovna,League of Assassins,Air Force Pilot,15/04/2017
Rogers Daniel Mikhailovna,S.H.I.E.L.D.,IT Specialist,11/03/2023
Murdock Rey Ivanovna,NASA,Model,17/01/2017
Jones Steve Vsevolodovna,Stark Industries,CEO,25/11/2018
White Barry Petrovna,Wayne Enterprises,Air Force Pilot,09/02/2022
Watson Tony Vladislavovna,Army,Archer,20/03/2020
Rand Kate Irinaevna,Wayne Enterprises,Private Investigator,31/08/2017
Todd Jason Annaevna,Gamma Research,Reporter,12/12/2020
Zor-El Walter Sidorovna,NASA,Soldier,09/06/2022
White Kara Yevgenievna,Army,Photographer,02/12/2018
Jones Peter Yevgenievna,Stark Industries,Model,15/08/2022
Murdock Lois Viktorovna,S.H.I.E.L.D.,Air Force Pilot,25/01/2018
Rand Jason Nataliaevna,Fantastic Four,Soldier,25/06/2019
Stark Felicity Annaevna,Central City Police Department,Lawyer,30/11/2021
Palpatine Rey Ivanovna,S.H.I.E.L.D.,Lawyer,04/09/2020
Smoak Walter Elenaevna,Alias Investigations,CEO,03/01/2022
Maximoff Walter Yurievna,Rand Enterprises,Soldier,04/04/2018
Cain Tony Leonidovna,Oscorp Industries,Agent,11/03/2022
Wilson David Yakovlevna,Oscorp Industries,IT Specialist,01/08/2022
Gale Kate Vsevolodovna,Wayne Enterprises,Air Force Pilot,25/03/2023
Murdock Felicity Gennadievna,Stark Industries,Scientist,03/08/2022
Cain Peter Dariaevna,Palmer Technologies,Agent,09/02/2020
Stark Walter Timofeyevna,League of Assassins,Air Force Pilot,24/08/2021
Gale Bruce Dariaevna,Rand Enterprises,Journalist,08/10/2019
White Barry Ivanovna,Palmer Technologies,IT Specialist,25/04/2019
Stark Norman Igorevna,CatCo Worldwide Media,IT Specialist,01/09/2021
Kent Jason Vladislavovna,Daily Planet,Private Investigator,16/05/2018
Zor-El Barry Borisovna,League of Assassins,Model,15/05/2018
Murdock Wade Annaevna,Rand Enterprises,Scientist,06/04/2020
Rand Bruce Nataliaevna,S.H.I.E.L.D.,Agent,30/03/2019
Wayne Dorothy Gennadievna,Daily Planet,Soldier,15/02/2023
White Jessica Stanislavovna,NASA,Lawyer,05/08/2018
Murdock Felicity Elenaevna,Palmer Technologies,Reporter,19/09/2017
Wilson Peter Nataliaevna,CatCo Worldwide Media,IT Specialist,27/07/2022
Murdock Carol Nikolayevna,League of Assassins,Air Force Pilot,16/08/2023
Gale Susan Borisovna,Oscorp Industries,Reporter,12/11/2018
Rand Tony Artemovna,Daily Planet,Agent,20/03/2019
Bishop Dorothy Leonidovna,Alias Investigations,Lawyer,07/07/2023
Watson Dorothy Leonidovna,Rand Enterprises,Photographer,04/01/2023
Danvers Steve Tatianaevna,Queen Industries,Model,30/01/2018
Jones Bruce Alexandrovna,Army,Air Force Pilot,13/04/2021
Rand Bruce Maryevna,Central City Police Department,Archer,21/07/2023
Watson Tony Nikolayevna,Alias Investigations,Spy,09/04/2022
Rand Kate Ivanovna,NASA,Reporter,13/11/2020
Romanoff Lois Artemovna,Rand Enterprises,Air Force Pilot,09/05/2023
Romanoff Bruce Annaevna,League of Assassins,Private Investigator,24/07/2020
Wilson Peter Sidorovna,Palmer Technologies,Model,19/07/2018
White David Nikolaevna,Palmer Technologies,Scientist,08/01/2017
Palpatine Lois Nikolayevna,S.H.I.E.L.D.,Photographer,26/10/2021
Reilly Wade Ivanovna,Queen Industries,Photographer,02/09/2019
Zor-El Felicity Nataliaevna,Central City Police Department,IT Specialist,19/12/2017
Lane Lois Yakovlevna,Fantastic Four,Agent,31/10/2016
Gale Rey Valeryevna,Fantastic Four,IT Specialist,03/12/2018
Zor-El Barry Dmitrievna,NASA,CEO,03/08/2024
Rogers Matt Yurievna,Fantastic Four,Journalist,12/09/2018
Todd Clark Romanovna,Queen Industries,IT Specialist,14/04/2019
Osborn Oliver Irinaevna,Central City Police Department,Scientist,11/11/2016
Bishop Natasha Vladimirovna,Palmer Technologies,Reporter,29/09/2019
Carter Lois Yevgenievna,SSR,CEO,01/12/2020
Bishop Grace Borisovna,NASA,Scientist,01/09/2022
Murdock Daniel Vsevolodovna,CatCo Worldwide Media,Archer,24/03/2023
Jones Norman Annaevna,NASA,CEO,20/08/2016
Osborn Kate Timofeyevna,CatCo Worldwide Media,Spy,30/07/2021
Allen Grace Leonidovna,Central City Police Department,Lawyer,08/01/2018
Cain David Andreevna,Wayne Enterprises,CEO,18/06/2021
Osborn Jessica Leonidovna,Alias Investigations,Private Investigator,08/03/2021
Reilly Steve Yurievna,Stark Industries,Reporter,30/09/2017
Maximoff Ben Olgaevna,Palmer Technologies,Reporter,14/08/2019
Reilly Jason Ivanovna,S.H.I.E.L.D.,Spy,19/08/2023
Danvers Clark Elenaevna,Queen Industries,Photographer,03/10/2020
Murdock Natasha Andreevna,Oscorp Industries,Photographer,28/05/2017
Reilly Tony Olgaevna,League of Assassins,Lawyer,13/07/2018
Parker Kate Elenaevna,Wayne Enterprises,IT Specialist,07/04/2020
Gale Lois Olegovna,Gamma Research,Archer,28/12/2020
Palpatine Clark Andreevna,NASA,Lawyer,08/03/2022
Murdock Kate Dmitrievna,S.H.I.E.L.D.,Journalist,22/09/2021
Smoak Wade Andreevna,Gamma Research,Photographer,02/09/2023
Reilly Natasha Olgaevna,Stark Industries,Reporter,04/03/2017
Carter Peter Olgaevna,Fantastic Four,Soldier,12/11/2021
Zor-El Daniel Dariaevna,S.H.I.E.L.D.,Model,01/08/2021
Wilson Clark Gennadievna,Stark Industries,IT Specialist,04/12/2021
Osborn Carol Olgaevna,Alias Investigations,IT Specialist,28/10/2016
Parker Wade Vsevolodovna,Alias Investigations,Agent,03/06/2018
Osborn Dorothy Vladislavovna,S.H.I.E.L.D.,Photographer,06/11/2018
Stark Jessica Vladislavovna,Alias Investigations,Agent,05/09/2021
Danvers Steve Katerinaevna,Central City Police Department,CEO,02/06/2020
Bishop Wanda Annaevna,S.H.I.E.L.D.,CEO,27/05/2017
Osborn Matt Artemovna,Wayne Enterprises,Lawyer,24/05/2024
Smoak Wade Viktorovna,Stark Industries,Private Investigator,29/05/2018
Wilson Jessica Katerinaevna,Alias Investigations,Agent,26/05/2021
Wayne Dorothy Tatianaevna,Stark Industries,Journalist,06/06/2023
Allen Ben Katerinaevna,Palmer Technologies,Lawyer,01/02/2022
Jones Carol Maryevna,Gamma Research,Lawyer,19/11/2016
Watson Natasha Veniaminovna,League of Assassins,Lawyer,12/03/2020
Cho Bruce Yurievna,Gamma Research,Air Force Pilot,12/06/2021
Allen Wanda Artemovna,Daily Planet,Photographer,24/07/2020
Zor-El Jessica Svetlanaevna,Central City Police Department,Air Force Pilot,02/05/2024
Todd Wanda Petrovna,Wayne Enterprises,Model,21/08/2016
Palpatine Rey Timofeyevna,Oscorp Industries,Soldier,14/06/2023
Danvers Clark Olegovna,Rand Enterprises,Reporter,10/03/2019
Wilson Barry Vladimirovna,Central City Police Department,Private Investigator,03/04/2022
Murdock Norman Olgaevna,Fantastic Four,Model,23/04/2024
Romanoff Kate Sidorovna,Palmer Technologies,Lawyer,03/02/2020
Romanoff Natasha Vladislavovna,Stark Industries,Reporter,02/03/2018
Gale Lois Olgaevna,Rand Enterprises,CEO,30/08/2021
Palpatine Grace Elenaevna,Rand Enterprises,Lawyer,18/04/2017
Murdock Oliver Yakovlevna,SSR,IT Specialist,21/11/2017
Maximoff Daniel Olgaevna,S.H.I.E.L.D.,Soldier,25/04/2021
Carter Kara Alexandrovna,League of Assassins,Agent,08/06/2022
Allen Peggy Annaevna,SSR,Agent,04/02/2023
Stark Tony Gennadievna,Army,Spy,01/08/2024
Reilly Peter Nataliaevna,SSR,Private Investigator,15/09/2021
Bishop Barry Fedorovna,Gamma Research,Photographer,30/05/2019
Smoak Natasha Elenaevna,Gamma Research,Spy,03/04/2019
Bishop Steve Nikolaevna,Wayne Enterprises,Model,24/03/2022
Wilson Peggy Sergeevna,S.H.I.E.L.D.,Private Investigator,28/06/2024
Watson Susan Vsevolodovna,League of Assassins,Photographer,19/03/2019
Lane Peter Nikolaevna,Stark Industries,Reporter,18/12/2016
Bishop Matt Leonidovna,Stark Industries,Journalist,07/12/2019
Storm Norman Nataliaevna,Alias Investigations,Air Force Pilot,16/09/2019
Rand Jason Olegovna,Alias Investigations,Air Force Pilot,31/07/2019
Osborn Peggy Mikhailovna,Stark Industries,Soldier,04/03/2018
Bishop Oliver Leonidovna,Rand Enterprises,Agent,13/05/2020
Maximoff Grace Elenaevna,Army,Private Investigator,01/04/2022
Osborn Kara Leonidovna,Rand Enterprises,Lawyer,29/05/2021
Rogers Jason Elenaevna,NASA,Scientist,08/04/2022
Watson David Nataliaevna,Daily Planet,Model,16/10/2020
Danvers Wanda Svetlanaevna,SSR,Air Force Pilot,25/06/2020
Allen Natasha Vladimirovna,Oscorp Industries,Private Investigator,14/08/2019
Gale Natasha Katerinaevna,Wayne Enterprises,Journalist,06/06/2024
Bishop Kate Dariaevna,Gamma Research,Journalist,06/03/2019
Cain Steve Elenaevna,Gamma Research,IT Specialist,25/01/2020
Storm Tony Vladislavovna,CatCo Worldwide Media,Scientist,28/12/2020
Cain Matt Valeryevna,Wayne Enterprises,Soldier,26/12/2018
Danvers Peggy Gennadievna,NASA,Scientist,22/04/2020
Stark Walter Irinaevna,Army,IT Specialist,14/10/2018
Osborn Lois Sergeevna,Wayne Enterprises,Scientist,27/01/2018
Maximoff Clark Yakovlevna,Stark Industries,CEO,20/12/2018
Gale Susan Igorevna,NASA,CEO,13/05/2017
Gale Ben Andreevna,SSR,Journalist,21/12/2020
Jones Kate Yakovlevna,SSR,Spy,03/02/2020
Allen Mary Dariaevna,League of Assassins,IT Specialist,14/04/2024
Stark Carol Dmitrievna,Alias Investigations,Journalist,27/10/2016
Allen Matt Timofeyevna,CatCo Worldwide Media,Soldier,04/05/2020
Parker Norman Viktorovna,Daily Planet,CEO,29/03/2019
Murdock Tony Annaevna,Queen Industries,Spy,15/11/2022
Palpatine Wade Alexandrovna,Rand Enterprises,Private Investigator,17/06/2020
Wilson Jason Gennadievna,Oscorp Industries,Scientist,23/12/2018
Storm Susan Alexandrovna,Stark Industries,Lawyer,03/03/2024
Danvers Rey Nikolayevna,NASA,Archer,13/07/2019
Smoak Walter Vladislavovna,S.H.I.E.L.D.,Archer,08/10/2020
Wilson Grace Viktorovna,NASA,CEO,19/07/2017
Cho Lois Artemovna,Stark Industries,Soldier,15/07/2021
Wayne Walter Sidorovna,Gamma Research,Lawyer,05/04/2021
Zor-El Ben Irinaevna,Rand Enterprises,Spy,05/09/2021
Gale Mary Timofeyevna,Oscorp Industries,Model,21/04/2022
Smoak Susan Andreevna,Wayne Enterprises,Journalist,19/09/2017
Cain Lois Dariaevna,Palmer Technologies,Model,17/04/2024
Murdock Carol Yurievna,League of Assassins,Reporter,26/08/2021
Zor-El Carol Dmitrievna,Alias Investigations,Air Force Pilot,04/12/2023
Todd Steve Svetlanaevna,Alias Investigations,Lawyer,15/12/2019
Jones Lois Dmitrievna,Oscorp Industries,Air Force Pilot,28/03/2020
Lane Barry Igorevna,Fantastic Four,Private Investigator,23/08/2022
Murdock Susan Ivanovna,Rand Enterprises,Reporter,13/09/2019
Zor-El Tony Borisovna,Oscorp Industries,Spy,12/01/2020
Danvers Dorothy Leonidovna,Daily Planet,Air Force Pilot,08/01/2018
Cain Kara Vasilievna,Daily Planet,IT Specialist,02/06/2024
Smoak David Vladimirovna,Stark Industries,Scientist,03/06/2022
Todd Carol Maryevna,Rand Enterprises,Journalist,03/09/2016
Wayne Norman Elenaevna,Gamma Research,Scientist,17/04/2023
Gale Norman Leonidovna,Oscorp Industries,IT Specialist,05/06/2017
Rand David Annaevna,Stark Industries,Soldier,13/01/2021
Murdock Norman Vladislavovna,CatCo Worldwide Media,Private Investigator,20/01/2022
Stark Tony Vsevolodovna,S.H.I.E.L.D.,IT Specialist,17/07/2020
Rogers Natasha Timofeyevna,Wayne Enterprises,Photographer,19/09/2017
Bishop Ben Mikhailovna,Central City Police Department,Air Force Pilot,06/05/2020
Allen Norman Tatianaevna,Alias Investigations,Scientist,27/07/2020
Lane Peggy Borisovna,Central City Police Department,Soldier,30/01/2024
Maximoff Wade Mikhailovna,Fantastic Four,Reporter,26/01/2024
Lane Jason Gennadievna,Palmer Technologies,Air Force Pilot,25/04/2024
Cain Tony Vasilievna,Alias Investigations,Journalist,30/07/2017
Parker Jason Nikolaevna,Wayne Enterprises,Journalist,06/01/2018
Danvers Felicity Elenaevna,Army,Photographer,19/12/2016
Smoak Steve Elenaevna,Army,Journalist,24/11/2019
Gale Norman Romanovna,Gamma Research,Agent,17/09/2016
White Oliver Nikolaevna,NASA,Agent,01/08/2022
Cho David Irinaevna,Stark Industries,Air Force Pilot,13/10/2020
Osborn Natasha Svetlanaevna,Rand Enterprises,Lawyer,27/09/2019
Stark David Viktorovna,Oscorp Industries,Soldier,17/01/2019
Gale Matt Svetlanaevna,Central City Police Department,CEO,15/03/2021
Reilly Kate Sidorovna,Fantastic Four,Archer,02/06/2019
Maximoff Steve Vladislavovna,Central City Police Department,Journalist,01/05/2019
White Bruce Tatianaevna,SSR,Soldier,12/01/2024
Stark Jason Dmitrievna,Oscorp Industries,CEO,04/04/2024
Reilly Norman Artemovna,Central City Police Department,Archer,04/06/2020
Rand Jason Katerinaevna,Oscorp Industries,Air Force Pilot,02/02/2018
Reilly Kara Svetlanaevna,Stark Industries,Journalist,03/01/2018
Storm Mary Gennadievna,Stark Industries,Journalist,13/12/2016
Todd Rey Nikolayevna,League of Assassins,Reporter,20/06/2023
Smoak Ben Artemovna,Fantastic Four,Reporter,22/01/2023
Romanoff Susan Yevgenievna,League of Assassins,CEO,25/10/2018
Cain Kara Stanislavovna,Rand Enterprises,Photographer,03/07/2024
Wayne Peter Dariaevna,Rand Enterprises,IT Specialist,10/02/2021
Romanoff Mary Yurievna,CatCo Worldwide Media,Model,07/07/2022
Wilson Matt Yakovlevna,NASA,Agent,17/08/2016
Maximoff Tony Nataliaevna,Rand Enterprises,Journalist,08/10/2022
Romanoff Steve Yevgenievna,Central City Police Department,Soldier,02/10/2017
Romanoff Grace Mikhailovna,NASA,Soldier,18/09/2021
Stark Clark Sidorovna,Rand Enterprises,Soldier,23/07/2022
Kent Lois Nataliaevna,Gamma Research,IT Specialist,05/09/2021
Reilly Tony Dariaevna,Fantastic Four,Private Investigator,17/11/2016
Wayne Kara Svetlanaevna,Queen Industries,Archer,10/06/2022
Gale Matt Maryevna,NASA,CEO,22/06/2022
Reilly Felicity Romanovna,Oscorp Industries,Private Investigator,21/04/2021
Maximoff Wanda Olegovna,Fantastic Four,Scientist,27/07/2019
Danvers Barry Olegovna,Oscorp Industries,Scientist,07/04/2024
Danvers Lois Dmitrievna,Oscorp Industries,Reporter,23/06/2022
Romanoff Walter Yurievna,Rand Enterprises,Model,01/04/2022
Lane Dorothy Elenaevna,Daily Planet,Reporter,19/10/2018
Kent Susan Mikhailovna,Army,IT Specialist,06/01/2022
Wayne Matt Nataliaevna,S.H.I.E.L.D.,Soldier,11/02/2018
Cho Jessica Tatianaevna,S.H.I.E.L.D.,CEO,13/11/2021
Romanoff Norman Svetlanaevna,SSR,Model,27/11/2023
Kent Felicity Nataliaevna,Rand Enterprises,IT Specialist,04/04/2022
Lane Ben Olegovna,League of Assassins,Spy,26/09/2019
Osborn Natasha Viktorovna,Daily Planet,Journalist,15/04/2022
Todd Peter Irinaevna,SSR,Model,15/05/2017
Queen Dorothy Borisovna,Army,Reporter,26/04/2022
White Steve Irinaevna,Queen Industries,Model,07/05/2018
Bishop Barry Irinaevna,Alias Investigations,Air Force Pilot,19/05/2023
Reilly Kate Petrovna,Rand Enterprises,Photographer,26/01/2018
Parker Wade Yurievna,Rand Enterprises,Lawyer,14/05/2021
White Peggy Elenaevna,Gamma Research,Journalist,03/07/2024
Lane Kara Sidorovna,CatCo Worldwide Media,Reporter,16/09/2017
Todd Oliver Veniaminovna,Oscorp Industries,Agent,21/08/2023
Palpatine Ben Igorevna,Army,Photographer,06/01/2022
Gale Jessica Vladislavovna,Stark Industries,Spy,10/12/2022
Zor-El Susan Nikolayevna,Army,Agent,08/10/2019
Reilly Tony Olegovna,Daily Planet,Agent,06/02/2023
Allen Daniel Romanovna,Rand Enterprises,Archer,19/11/2020
Kent Kara Dmitrievna,SSR,Journalist,03/11/2017
Cho Tony Elenaevna,Oscorp Industries,Private Investigator,10/05/2019
Todd Tony Yurievna,Fantastic Four,Soldier,08/04/2017
Zor-El David Yurievna,Gamma Research,Soldier,06/09/2020
Storm Wanda Petrovna,Alias Investigations,Reporter,19/06/2020
Storm Wade Ivanovna,Palmer Technologies,Air Force Pilot,08/02/2017
Lane Wade Tatianaevna,Daily Planet,Air Force Pilot,15/04/2017
Bishop Daniel Gennadievna,Oscorp Industries,Lawyer,24/11/2018
Parker Norman Romanovna,Queen Industries,Photographer,25/04/2024
Watson Wanda Petrovna,Army,Air Force Pilot,25/04/2019
Romanoff Norman Yurievna,S.H.I.E.L.D.,Model,15/03/2020
Rogers Mary Andreevna,League of Assassins,Spy,23/05/2017
Palpatine Wade Igorevna,Army,Reporter,04/10/2017
Queen Kara Elenaevna,Wayne Enterprises,Photographer,12/06/2018
Osborn Jason Vsevolodovna,Central City Police Department,Reporter,30/10/2017
Carter Grace Vasilievna,Daily Planet,Photographer,06/02/2023
Queen Jason Alexandrovna,Oscorp Industries,Journalist,07/08/2021
Palpatine Peter Mikhailovna,CatCo Worldwide Media,Reporter,10/03/2018
Romanoff Peter Yurievna,Palmer Technologies,Air Force Pilot,27/12/2017
Bishop Rey Maryevna,Army,Scientist,18/02/2022
Jones Daniel Romanovna,Oscorp Industries,Reporter,10/04/2024
Todd Carol Romanovna,Army,Lawyer,12/11/2023
Queen Peter Mikhailovna,Stark Industries,Archer,25/01/2018
