Full Name,Department,Job Title,Hiring day
Zor-El Norman Svetlanaevna,NASA,IT Specialist,13/03/2019
Jones Steve Yakovlevna,Stark Industries,IT Specialist,25/07/2023
Reilly Tony Vasilievna,Daily Planet,Photographer,03/04/2023
Cain Dorothy Vasilievna,NASA,Journalist,19/07/2023
Palpatine Wade Romanovna,Rand Enterprises,Model,16/11/2016
Queen Norman Nataliaevna,Alias Investigations,Scientist,08/05/2018
Rand Ben Gennadievna,Wayne Enterprises,Archer,18/06/2020
Todd Barry Olgaevna,Palmer Technologies,Air Force Pilot,05/06/2022
Danvers Rey Fedorovna,Gamma Research,Archer,10/09/2018
Zor-El Peggy Borisovna,Queen Industries,Air Force Pilot,19/06/2021
Todd Natasha Irinaevna,Fantastic Four,Lawyer,24/03/2023
Allen Carol Artemovna,Oscorp Industries,CEO,14/07/2019
Jones Oliver Romanovna,Stark Industries,Reporter,21/06/2020
Rand Steve Romanovna,NASA,Reporter,21/12/2020
Bishop Natasha Ivanovna,Fantastic Four,Photographer,12/03/2024
Rand Matt Andreevna,Queen Industries,CEO,16/02/2023
Danvers Jason Alexandrovna,Central City Police Department,Scientist,26/08/2022
Jones Clark Katerinaevna,Oscorp Industries,Photographer,29/02/2024
Rogers Barry Katerinaevna,Daily Planet,Reporter,30/09/2020
Osborn Lois Romanovna,Oscorp Industries,CEO,23/05/2022
Jones Jessica Stanislavovna,SSR,Soldier,08/01/2022
Cho Jessica Vladislavovna,CatCo Worldwide Media,Scientist,24/03/2019
Palpatine Norman Romanovna,NASA,Model,15/06/2023
Smoak Grace Veniaminovna,Rand Enterprises,Scientist,04/09/2016
Smoak Felicity Valeryevna,Daily Planet,Lawyer,03/06/2024
Murdock Mary Leonidovna,Stark Industries,Air Force Pilot,14/06/2024
Gale Peter Igorevna,SSR,Archer,26/08/2023
Todd Tony Yakovlevna,Gamma Research,Reporter,22/05/2017
Smoak Wanda Igorevna,SSR,Model,03/10/2018
Storm Walter Veniaminovna,League of Assassins,Agent,06/10/2018
Cain Tony Timofeyevna,Palmer Technologies,Lawyer,26/03/2017
Carter Norman Veniaminovna,Rand Enterprises,Reporter,24/12/2023
Gale Norman Sidorovna,Fantastic Four,Photographer,17/04/2023
Allen Jason Valeryevna,Queen Industries,Photographer,14/12/2022
Watson Dorothy Timofeyevna,Queen Industries,IT Specialist,19/07/2017
Romanoff Tony Alexandrovna,Palmer Technologies,Model,17/08/2016
Wayne Steve Vladimirovna,Gamma Research,CEO,16/02/2023
Storm David Nikolayevna,Wayne Enterprises,Photographer,23/09/2018
Storm Peter Romanovna,NASA,Air Force Pilot,31/03/2019
Jones Peggy Ivanovna,Queen Industries,Model,18/03/2019
Lane Dorothy Nataliaevna,Daily Planet,Reporter,21/08/2019
Rand Jason Gennadievna,Fantastic Four,Agent,09/02/2018
Wilson Steve Vladimirovna,Queen Industries,CEO,13/07/2024
Todd Oliver Annaevna,SSR,Spy,04/11/2016
Wayne Wade Artemovna,Wayne Enterprises,Air Force Pilot,23/07/2020
Smoak Ben Vasilievna,Central City Police Department,Photographer,02/08/2022
Lane Matt Vladislavovna,League of Assassins,Journalist,18/06/2022
Watson Natasha Tatianaevna,NASA,Model,28/04/2021
Todd Oliver Andreevna,SSR,CEO,10/12/2020
Rogers Steve Yevgenievna,Wayne Enterprises,Agent,21/07/2021
Smoak Steve Yevgenievna,Oscorp Industries,IT Specialist,30/11/2016
White Ben Olgaevna,Rand Enterprises,Scientist,30/01/2021
Jones Matt Veniaminovna,Alias Investigations,Journalist,07/07/2018
Carter Peggy Sidorovna,Central City Police Department,Lawyer,03/12/2016
Bishop Barry Vasilievna,SSR,Private Investigator,01/07/2021
Lane Wade Fedorovna,Central City Police Department,Photographer,02/01/2023
Queen Mary Veniaminovna,Central City Police Department,Air Force Pilot,04/12/2019
Rand Kara Nikolayevna,S.H.I.E.L.D.,Agent,21/01/2020
Todd David Dariaevna,Gamma Research,Journalist,17/11/2023
Romanoff Wanda Veniaminovna,Palmer Technologies,Scientist,19/06/2021
Carter Kara Igorevna,SSR,Model,09/12/2016
Bishop Rey Dariaevna,Palmer Technologies,Photographer,29/01/2018
Reilly Clark Artemovna,Palmer Technologies,Reporter,14/10/2019
Gale Jason Veniaminovna,CatCo Worldwide Media,Archer,16/03/2022
Danvers Lois Yakovlevna,Rand Enterprises,Scientist,02/12/2022
Smoak Natasha Dariaevna,SSR,IT Specialist,22/09/2018
Romanoff Steve Timofeyevna,CatCo Worldwide Media,Model,20/12/2020
Carter Natasha Artemovna,League of Assassins,Spy,17/04/2017
Smoak Walter Nataliaevna,Palmer Technologies,Photographer,14/02/2019
Osborn Rey Vladislavovna,Army,Soldier,19/12/2016
Murdock Wade Sergeevna,Alias Investigations,Journalist,14/07/2020
Maximoff Wade Vsevolodovna,Oscorp Industries,Lawyer,25/08/2016
Rogers Peggy Borisovna,SSR,IT Specialist,05/02/2017
Stark Clark Yurievna,Central City Police Department,Model,02/02/2017
Jones Matt Elenaevna,Alias Investigations,Soldier,18/08/2023
White Carol Elenaevna,Central City Police Department,Journalist,18/06/2017
Cho Oliver Artemovna,Gamma Research,CEO,01/05/2020
Cho Natasha Artemovna,NASA,IT Specialist,21/04/2023
Gale Peggy Fedorovna,Fantastic Four,Archer,15/04/2023
Todd Jason Yurievna,Palmer Technologies,Archer,14/05/2022
White Walter Olegovna,S.H.I.E.L.D.,Lawyer,31/07/2023
Romanoff Natasha Maryevna,S.H.I.E.L.D.,Air Force Pilot,25/11/2016
Murdock Bruce Artemovna,CatCo Worldwide Media,CEO,20/02/2021
Wilson David Vsevolodovna,Wayne Enterprises,Reporter,02/09/2022
Cho Oliver Sergeevna,Daily Planet,Private Investigator,15/06/2022
Carter Matt Annaevna,Gamma Research,Model,07/01/2018
Rogers Grace Alexandrovna,Central City Police Department,Spy,05/11/2023
Romanoff Clark Borisovna,Gamma Research,Private Investigator,18/02/2024
Gale Steve Nataliaevna,Queen Industries,Agent,27/12/2019
Lane Jason Sidorovna,Gamma Research,IT Specialist,19/03/2019
Rogers Peter Irinaevna,Fantastic Four,Private Investigator,07/07/2018
Kent Felicity Stanislavovna,Queen Industries,Soldier,02/10/2019
Carter Oliver Svetlanaevna,Alias Investigations,IT Specialist,24/06/2023
Stark Lois Dmitrievna,Central City Police Department,IT Specialist,06/08/2020
Cho Kara Mikhailovna,S.H.I.E.L.D.,Spy,26/09/2016
Cain Mary Gennadievna,Alias Investigations,CEO,15/06/2017
Parker Norman Igorevna,Stark Industries,Spy,19/09/2019
Storm Daniel Vladimirovna,Oscorp Industries,Lawyer,14/08/2021
Gale Carol Nikolaevna,Stark Industries,Air Force Pilot,10/09/2020
Reilly Carol Nikolaevna,Stark Industries,Archer,21/08/2016
Wayne David Stanislavovna,Central City Police Department,Archer,29/09/2023
Watson David Tatianaevna,Wayne Enterprises,Lawyer,17/03/2018
Jones Grace Dariaevna,League of Assassins,Photographer,25/10/2020
Jones Bruce Timofeyevna,Oscorp Industries,Scientist,25/04/2020
Todd Mary Yurievna,NASA,IT Specialist,21/04/2022
Allen Walter Veniaminovna,NASA,Agent,14/03/2019
Lane Walter Nikolaevna,Queen Industries,Photographer,05/09/2016
Zor-El Jessica Stanislavovna,NASA,Journalist,22/09/2021
Queen Daniel Olegovna,Gamma Research,Journalist,14/10/2019
Stark Natasha Yevgenievna,Army,Lawyer,27/05/2017
Stark Rey Ivanovna,S.H.I.E.L.D.,Photographer,08/06/2018
Osborn Tony Dmitrievna,Rand Enterprises,Archer,18/07/2020
Lane Daniel Svetlanaevna,Queen Industries,Scientist,02/02/2021
Wilson Clark Dariaevna,Oscorp Industries,Scientist,10/10/2021
Carter Daniel Artemovna,SSR,Reporter,01/12/2016
Murdock Natasha Igorevna,NASA,Journalist,18/06/2020
Kent Susan Andreevna,Wayne Enterprises,Archer,01/12/2020
Murdock Grace Nikolayevna,League of Assassins,Journalist,15/04/2019
Todd Barry Borisovna,CatCo Worldwide Media,Lawyer,19/02/2023
Reilly Wanda Nataliaevna,S.H.I.E.L.D.,IT Specialist,18/04/2020
Todd Kara Elenaevna,Alias Investigations,Reporter,29/08/2016
Cho Carol Sidorovna,Gamma Research,IT Specialist,16/08/2021
Wayne Peggy Svetlanaevna,Army,Reporter,02/09/2021
Palpatine Jason Yurievna,NASA,Air Force Pilot,26/09/2020
Allen Norman Svetlanaevna,Central City Police Department,Private Investigator,20/04/2021
Smoak Daniel Andreevna,Oscorp Industries,Soldier,16/03/2017
Carter Clark Petrovna,Oscorp Industries,Air Force Pilot,11/08/2022
Bishop Lois Dariaevna,Gamma Research,Journalist,22/12/2020
Murdock Peggy Artemovna,Central City Police Department,Spy,06/10/2018
Allen Peggy Sergeevna,S.H.I.E.L.D.,Spy,18/09/2021
Stark Felicity Mikhailovna,Alias Investigations,IT Specialist,30/08/2023
Todd Ben Gennadievna,Oscorp Industries,IT Specialist,29/01/2017
Storm Clark Vladimirovna,League of Assassins,CEO,10/12/2018
Murdock Peter Fedorovna,CatCo Worldwide Media,Journalist,17/04/2020
Jones Wanda Vasilievna,CatCo Worldwide Media,Scientist,21/06/2018
Lane Norman Leonidovna,Stark Industries,IT Specialist,06/10/2022
Todd Mary Yurievna,Rand Enterprises,CEO,04/04/2017
Watson Rey Vladislavovna,NASA,Journalist,08/03/2020
Bishop Ben Yevgenievna,League of Assassins,Air Force Pilot,19/02/2022
Rogers Oliver Vasilievna,Wayne Enterprises,Spy,06/09/2022
Rand Mary Alexandrovna,CatCo Worldwide Media,Scientist,23/05/2022
Todd Steve Tatianaevna,Stark Industries,CEO,24/07/2020
Parker Steve Vladimirovna,Daily Planet,CEO,13/05/2017
Cho Natasha Mikhailovna,Fantastic Four,Journalist,04/09/2022
Kent Jason Yevgenievna,CatCo Worldwide Media,Scientist,31/03/2018
Smoak Dorothy Sidorovna,Alias Investigations,Spy,06/04/2022
Smoak Barry Nikolayevna,Alias Investigations,IT Specialist,14/08/2018
Palpatine Oliver Yevgenievna,Rand Enterprises,IT Specialist,29/09/2019
Lane Walter Romanovna,Oscorp Industries,Archer,26/04/2021
Parker Walter Sidorovna,Wayne Enterprises,CEO,10/04/2024
Reilly Matt Stanislavovna,Oscorp Industries,Soldier,09/07/2019
Gale Natasha Valeryevna,League of Assassins,Spy,27/04/2023
Parker Matt Igorevna,Queen Industries,Agent,08/12/2023
Todd Kate Valeryevna,Stark Industries,Private Investigator,06/07/2018
Jones Jessica Romanovna,Army,IT Specialist,03/06/2022
Osborn Susan Nataliaevna,S.H.I.E.L.D.,Soldier,01/02/2019
Parker Natasha Katerinaevna,League of Assassins,Soldier,30/10/2018
Romanoff Peggy Ivanovna,League of Assassins,Reporter,09/05/2024
Rand Tony Timofeyevna,Army,Soldier,24/11/2019
Romanoff Daniel Petrovna,Queen Industries,Archer,20/10/2023
Allen Tony Gennadievna,Stark Industries,Model,07/09/2017
Cain Ben Olegovna,Wayne Enterprises,Scientist,14/06/2020
Wayne Wanda Svetlanaevna,League of Assassins,Lawyer,02/04/2024
Bishop Peggy Nataliaevna,Army,Lawyer,16/07/2020
Rand Wade Svetlanaevna,NASA,Agent,16/05/2024
Bishop David Artemovna,Rand Enterprises,Archer,23/08/2018
Cho Kate Vladimirovna,CatCo Worldwide Media,Scientist,16/06/2022
Romanoff Mary Olegovna,Stark Industries,Scientist,25/12/2016
Watson Daniel Andreevna,SSR,Model,24/06/2019
Queen Rey Dmitrievna,Daily Planet,Soldier,29/08/2016
Gale Natasha Borisovna,Fantastic Four,IT Specialist,20/02/2019
Queen Susan Andreevna,Alias Investigations,Scientist,15/08/2019
Wayne Wade Maryevna,League of Assassins,Soldier,19/11/2021
Allen Daniel Gennadievna,Daily Planet,CEO,03/01/2019
Danvers Grace Annaevna,Army,Photographer,14/06/2019
Danvers Wanda Viktorovna,Fantastic Four,CEO,22/09/2023
Stark Norman Romanovna,Daily Planet,Journalist,26/09/2018
Parker Susan Annaevna,SSR,IT Specialist,27/05/2017
Watson Tony Tatianaevna,Oscorp Industries,Spy,30/06/2020
Osborn Grace Valeryevna,Rand Enterprises,Soldier,30/07/2021
Jones Oliver Petrovna,Queen Industries,Agent,14/07/2018
Wilson Kara Igorevna,Queen Industries,IT Specialist,03/02/2019
Reilly Steve Viktorovna,Gamma Research,Journalist,30/06/2024
Queen Natasha Annaevna,Stark Industries,Spy,01/08/2024
Queen Steve Dmitrievna,SSR,Lawyer,28/03/2023
Wilson Tony Leonidovna,NASA,Agent,16/08/2017
Murdock Rey Romanovna,Rand Enterprises,Photographer,20/05/2024
Rogers Natasha Andreevna,Queen Industries,Reporter,25/09/2022
Queen Daniel Elenaevna,Wayne Enterprises,CEO,20/02/2022
Smoak Bruce Borisovna,League of Assassins,Reporter,28/11/2021
Kent Norman Petrovna,NASA,Agent,08/08/2016
Gale Wanda Katerinaevna,Fantastic Four,Air Force Pilot,19/11/2017
Carter Ben Nataliaevna,Queen Industries,Spy,05/02/2024
Murdock Walter Gennadievna,League of Assassins,Archer,08/08/2020
Osborn Lois Nataliaevna,Oscorp Industries,IT Specialist,06/09/2017
Todd Carol Petrovna,Oscorp Industries,Model,06/08/2018
Gale Wade Sidorovna,Army,Lawyer,02/10/2017
Rand Carol Viktorovna,Stark Industries,Archer,30/08/2019
Lane Matt Svetlanaevna,Rand Enterprises,Lawyer,13/12/2020
Reilly Jessica Artemovna,Wayne Enterprises,CEO,17/06/2019
Zor-El Jessica Olgaevna,Queen Industries,Soldier,22/04/2024
Kent Kate Ivanovna,Queen Industries,Journalist,26/01/2023
Stark Lois Annaevna,Rand Enterprises,IT Specialist,04/12/2016
Allen Steve Romanovna,SSR,Photographer,16/01/2018
Bishop Jessica Sidorovna,Fantastic Four,Photographer,28/03/2017
Romanoff Walter Vsevolodovna,Rand Enterprises,Private Investigator,06/01/2024
Parker Tony Sergeevna,Gamma Research,Soldier,20/09/2018
Gale Barry Romanovna,CatCo Worldwide Media,Spy,24/11/2023
Rogers Norman Yakovlevna,Central City Police Department,Model,14/05/2017
Watson Clark Yevgenievna,Rand Enterprises,Journalist,17/12/2023
Cain Susan Nikolayevna,League of Assassins,Scientist,10/09/2020
Lane Rey Vasilievna,Fantastic Four,Reporter,14/03/2020
Stark Tony Andreevna,Palmer Technologies,IT Specialist,19/05/2023
Lane Kate Elenaevna,Stark Industries,Photographer,12/11/2019
Queen Kate Valeryevna,Central City Police Department,Model,22/07/2021
Smoak Matt Timofeyevna,Rand Enterprises,CEO,03/12/2016
White Matt Mikhailovna,Oscorp Industries,Spy,10/08/2021
Bishop Natasha Nikolayevna,Alias Investigations,Journalist,19/12/2018
Bishop Peter Nikolayevna,Wayne Enterprises,Spy,24/06/2017
Murdock Kara Katerinaevna,Gamma Research,Scientist,01/10/2020
Cho Matt Andreevna,SSR,Model,22/10/2018
Maximoff Kate Stanislavovna,NASA,Lawyer,05/10/2018
Cho Jason Katerinaevna,Central City Police Department,Private Investigator,26/12/2019
Watson Susan Timofeyevna,Army,Photographer,01/02/2021
Reilly Dorothy Katerinaevna,Gamma Research,Model,04/12/2020
Cain Oliver Vladislavovna,Wayne Enterprises,Journalist,08/08/2021
Queen Natasha Nataliaevna,CatCo Worldwide Media,Private Investigator,12/02/2020
Jones Carol Yevgenievna,Wayne Enterprises,Private Investigator,11/03/2021
Zor-El Grace Andreevna,CatCo Worldwide Media,Journalist,29/06/2023
Parker Felicity Mikhailovna,Palmer Technologies,Soldier,05/07/2021
Kent Rey Yevgenievna,Alias Investigations,Air Force Pilot,10/01/2023
Allen Bruce Svetlanaevna,League of Assassins,CEO,11/04/2017
Osborn Susan Alexandrovna,Daily Planet,Scientist,27/05/2018
Zor-El Rey Nikolayevna,CatCo Worldwide Media,IT Specialist,26/10/2016
Wayne Kara Maryevna,Rand Enterprises,Scientist,13/09/2022
Zor-El Tony Katerinaevna,Central City Police Department,Model,08/05/2020
Stark Barry Borisovna,Stark Industries,Lawyer,20/08/2023
Queen Mary Igorevna,SSR,Archer,11/01/2018
Wayne Daniel Sidorovna,S.H.I.E.L.D.,Archer,23/03/2021
Rand Jessica Vladimirovna,Alias Investigations,Reporter,04/03/2024
Allen Lois Irinaevna,Fantastic Four,Soldier,09/07/2023
Smoak Felicity Veniaminovna,S.H.I.E.L.D.,Lawyer,25/06/2021
Stark Susan Yevgenievna,S.H.I.E.L.D.,Private Investigator,08/09/2022
Wilson Jessica Timofeyevna,Rand Enterprises,Archer,09/10/2022
Romanoff Steve Mikhailovna,Alias Investigations,Lawyer,13/12/2022
Rogers Bruce Vsevolodovna,Wayne Enterprises,Spy,17/12/2022
Osborn Felicity Yakovlevna,Gamma Research,Journalist,10/10/2016
Storm Wanda Leonidovna,Army,IT Specialist,22/04/2024
Zor-El Bruce Romanovna,League of Assassins,Soldier,27/04/2024
Reilly Susan Tatianaevna,S.H.I.E.L.D.,Soldier,01/10/2022
Stark Dorothy Mikhailovna,Oscorp Industries,Scientist,21/04/2020
Parker Jessica Timofeyevna,Rand Enterprises,Scientist,28/08/2019
Rogers Carol Annaevna,Rand Enterprises,Agent,21/11/2022
Watson Kate Katerinaevna,Alias Investigations,Reporter,14/12/2023
Kent Peter Olgaevna,Queen Industries,Private Investigator,11/09/2016
Kent Kate Vsevolodovna,Stark Industries,Journalist,10/12/2020
Danvers Jessica Gennadievna,Stark Industries,Lawyer,06/03/2018
Danvers Jessica Yurievna,Daily Planet,Model,18/09/2016
Todd Rey Sergeevna,Oscorp Industries,IT Specialist,04/06/2020
Queen Grace Dmitrievna,Queen Industries,Reporter,07/04/2019
Lane Oliver Olegovna,SSR,Agent,18/05/2018
Kent Mary Maryevna,Oscorp Industries,Photographer,24/11/2017
Kent Susan Vladislavovna,S.H.I.E.L.D.,Spy,25/11/2021
Palpatine Natasha Sergeevna,Gamma Research,Soldier,01/12/2021
Watson Norman Irinaevna,Oscorp Industries,Photographer,02/05/2022
Jones Walter Nataliaevna,League of Assassins,Model,26/04/2021
Romanoff Walter Mikhailovna,Stark Industries,IT Specialist,20/05/2021
Carter David Tatianaevna,League of Assassins,CEO,09/02/2020
Parker Jessica Dariaevna,Queen Industries,Journalist,23/03/2023
Queen David Irinaevna,League of Assassins,Journalist,11/03/2023
Smoak Carol Ivanovna,Gamma Research,IT Specialist,25/11/2021
Palpatine Felicity Nataliaevna,Palmer Technologies,Soldier,23/12/2016
Watson Clark Sergeevna,SSR,Air Force Pilot,16/02/2017
Watson Carol Ivanovna,Queen Industries,CEO,12/09/2020
Wayne Matt Annaevna,CatCo Worldwide Media,Model,26/12/2020
Allen Oliver Sidorovna,Fantastic Four,Model,22/04/2019
Cain Daniel Igorevna,Oscorp Industries,Journalist,04/06/2018
Queen Kate Ivanovna,Queen Industries,Reporter,13/08/2018
Jones Barry Svetlanaevna,Alias Investigations,Lawyer,19/11/2019
Queen Bruce Svetlanaevna,SSR,Scientist,28/03/2024
Murdock Tony Alexandrovna,SSR,Journalist,07/07/2021
Danvers Felicity Dariaevna,Palmer Technologies,Air Force Pilot,18/03/2020
Parker Oliver Nataliaevna,Army,CEO,09/06/2024
Murdock Lois Alexandrovna,League of Assassins,Spy,14/04/2018
Carter Wade Nikolayevna,Rand Enterprises,Journalist,31/05/2021
Todd Felicity Annaevna,Rand Enterprises,CEO,24/08/2022
Stark Steve Vsevolodovna,Oscorp Industries,IT Specialist,28/08/2021
Storm Kara Borisovna,Palmer Technologies,CEO,03/01/2021
Jones Ben Nikolayevna,Daily Planet,IT Specialist,26/09/2022
Rand Oliver Gennadievna,Queen Industries,Air Force Pilot,05/02/2020
Gale Barry Ivanovna,Wayne Enterprises,Spy,01/07/2019
Palpatine Steve Veniaminovna,Daily Planet,Scientist,02/11/2019
Palpatine Kara Dariaevna,Gamma Research,Photographer,03/05/2018
Smoak Natasha Nikolayevna,Rand Enterprises,Spy,08/05/2018
Zor-El Bruce Vasilievna,S.H.I.E.L.D.,CEO,08/12/2020
Palpatine Wanda Vsevolodovna,Rand Enterprises,Private Investigator,09/10/2016
Carter Kara Yurievna,Daily Planet,Model,30/01/2024
Bishop Carol Katerinaevna,Gamma Research,Private Investigator,21/06/2018
Wilson Barry Veniaminovna,Wayne Enterprises,Air Force Pilot,04/06/2019
Rogers Mary Mikhailovna,League of Assassins,Photographer,24/12/2023
Allen Barry Yurievna,Queen Industries,CEO,02/06/2017
Gale Carol Katerinaevna,Queen Industries,Private Investigator,22/02/2017
Todd Jason Yurievna,Fantastic Four,Photographer,15/12/2016
Lane Kara Annaevna,NASA,Lawyer,20/08/2018
Smoak Bruce Maryevna,Alias Investigations,Model,09/12/2017
Zor-El Walter Nikolaevna,Oscorp Industries,Air Force Pilot,24/04/2018
Queen Jessica Dariaevna,Rand Enterprises,Photographer,13/07/2022
Palpatine Peter Olgaevna,Palmer Technologies,Spy,06/04/2023
Rand Rey Yurievna,SSR,IT Specialist,28/07/2021
Allen Steve Gennadievna,CatCo Worldwide Media,Spy,25/05/2017
Maximoff Lois Veniaminovna,Queen Industries,IT Specialist,02/06/2018
Zor-El Rey Yevgenievna,NASA,Soldier,23/05/2023
Rogers Ben Olegovna,Daily Planet,Reporter,12/07/2019
Rogers Natasha Gennadievna,NASA,Private Investigator,10/07/2023
Rand Felicity Veniaminovna,CatCo Worldwide Media,Photographer,17/06/2021
Gale Rey Yakovlevna,Daily Planet,Soldier,30/12/2022
Gale Matt Elenaevna,Gamma Research,Journalist,08/09/2021
Osborn Peggy Yevgenievna,Central City Police Department,Soldier,26/10/2021
Rand Bruce Borisovna,Daily Planet,Soldier,19/07/2021
Stark Wanda Gennadievna,Palmer Technologies,Spy,12/02/2021
Wayne Lois Andreevna,NASA,Spy,17/04/2019
Queen Matt Leonidovna,Fantastic Four,IT Specialist,27/01/2018
Romanoff Bruce Sergeevna,Central City Police Department,Air Force Pilot,17/02/2020
Stark Daniel Yurievna,Oscorp Industries,IT Specialist,21/06/2024
Carter Natasha Vladimirovna,SSR,Private Investigator,10/08/2019
Murdock Lois Valeryevna,Fantastic Four,Air Force Pilot,29/01/2018
Danvers Dorothy Petrovna,Rand Enterprises,Reporter,13/12/2020
Storm Jason Veniaminovna,Fantastic Four,Lawyer,05/01/2017
Palpatine Clark Nikolaevna,League of Assassins,Reporter,16/06/2020
Watson Jason Yevgenievna,Central City Police Department,CEO,18/07/2019
Allen Rey Yurievna,Alias Investigations,Photographer,28/08/2018
Cho Wade Artemovna,Queen Industries,Agent,21/11/2022
White Peggy Romanovna,Wayne Enterprises,Model,28/07/2020
Osborn Natasha Yurievna,Fantastic Four,Spy,15/08/2017
White Peggy Vladimirovna,SSR,Photographer,26/09/2016
Murdock Barry Alexandrovna,Army,Photographer,07/02/2022
Lane David Gennadievna,Central City Police Department,Spy,27/05/2017
Cain Wade Irinaevna,Palmer Technologies,Archer,30/11/2022
Rand Walter Irinaevna,Fantastic Four,Agent,26/06/2020
Lane Walter Nikolayevna,Alias Investigations,Scientist,22/02/2019
Gale Bruce Andreevna,League of Assassins,Soldier,24/05/2018
Palpatine Grace Sidorovna,Oscorp Industries,Scientist,01/06/2018
Parker Walter Yurievna,NASA,Soldier,27/11/2020
Storm Bruce Timofeyevna,CatCo Worldwide Media,Air Force Pilot,02/10/2019
Jones Matt Vladislavovna,Rand Enterprises,Model,06/01/2018
White Kate Dariaevna,Palmer Technologies,Private Investigator,13/10/2017
Todd Grace Leonidovna,Oscorp Industries,CEO,24/08/2021
Rogers Kara Andreevna,Army,Spy,17/04/2022
Kent Natasha Mikhailovna,Central City Police Department,IT Specialist,06/03/2020
Stark Steve Petrovna,Rand Enterprises,Air Force Pilot,31/12/2023
Cain Natasha Olgaevna,NASA,Archer,15/06/2022
Bishop Jessica Veniaminovna,SSR,Photographer,29/01/2018
Gale Susan Tatianaevna,League of Assassins,Journalist,03/04/2024
Bishop Clark Mikhailovna,NASA,Reporter,25/03/2019
Maximoff Kate Veniaminovna,Queen Industries,Agent,23/12/2016
Zor-El Matt Elenaevna,Wayne Enterprises,Archer,27/11/2023
Rogers Dorothy Leonidovna,Army,Spy,06/05/2022
Zor-El Lois Ivanovna,SSR,Spy,29/06/2023
Carter Peggy Viktorovna,Stark Industries,Archer,21/12/2021
