Full Name,Department,Job Title,Hiring day
Wayne Matt Olgaevna,Queen Industries,Private Investigator,31/03/2023
Gale Steve Andreevna,Alias Investigations,Photographer,06/04/2018
Rand Ben Annaevna,Stark Industries,Lawyer,07/11/2020
Reilly David Tatianaevna,Wayne Enterprises,Journalist,29/01/2020
Rogers Susan Tatianaevna,CatCo Worldwide Media,Journalist,09/03/2022
Carter Carol Viktorovna,Queen Industries,Soldier,25/03/2018
Bishop Carol Yakovlevna,Daily Planet,IT Specialist,14/06/2019
Watson Norman Viktorovna,Palmer Technologies,Archer,08/06/2019
Palpatine Felicity Elenaevna,Wayne Enterprises,Air Force Pilot,23/09/2016
Rand Kate Vsevolodovna,Daily Planet,Scientist,26/09/2020
Zor-El Steve Olgaevna,Gamma Research,Air Force Pilot,24/02/2023
Carter Clark Elenaevna,Wayne Enterprises,Journalist,10/09/2022
Todd David Elenaevna,League of Assassins,IT Specialist,26/08/2019
Rand Jason Yakovlevna,Wayne Enterprises,Air Force Pilot,18/09/2023
Osborn Bruce Yakovlevna,League of Assassins,Agent,13/05/2021
Kent David Dariaevna,Palmer Technologies,Archer,14/09/2022
Cain Jessica Irinaevna,Central City Police Department,Agent,23/08/2017
Palpatine Susan Katerinaevna,S.H.I.E.L.D.,Agent,25/09/2017
Osborn Ben Dariaevna,League of Assassins,IT Specialist,17/01/2017
Wayne Dorothy Romanovna,NASA,Private Investigator,01/11/2016
Reilly Peter Mikhailovna,Central City Police Department,Lawyer,11/01/2024
Kent Wanda Maryevna,SSR,CEO,18/03/2023
Romanoff Barry Veniaminovna,Daily Planet,Spy,06/09/2023
Rogers Wade Mikhailovna,Queen Industries,Model,12/02/2024
Storm Oliver Vasilievna,League of Assassins,Agent,07/12/2019
Stark Carol Dmitrievna,Gamma Research,Agent,22/05/2017
Todd Peggy Maryevna,Daily Planet,Private Investigator,04/07/2021
Rand Dorothy Maryevna,Rand Enterprises,Air Force Pilot,31/01/2017
Maximoff Ben Ivanovna,League of Assassins,Agent,14/06/2021
Osborn Oliver Mikhailovna,Army,Journalist,26/11/2016
Maximoff Peggy Mikhailovna,Palmer Technologies,Private Investigator,22/01/2019
Murdock Clark Svetlanaevna,Palmer Technologies,Air Force Pilot,27/04/2021
Smoak Jason Timofeyevna,Queen Industries,Air Force Pilot,25/01/2023
Maximoff Dorothy Stanislavovna,Stark Industries,Scientist,08/09/2018
Watson Daniel Nikolaevna,League of Assassins,Agent,29/05/2022
Jones Peggy Leonidovna,Central City Police Department,Model,27/02/2018
Wilson Norman Timofeyevna,Alias Investigations,Journalist,05/10/2019
Wilson Barry Olgaevna,League of Assassins,Reporter,20/10/2020
Cho Daniel Olegovna,S.H.I.E.L.D.,Archer,28/02/2017
Allen Jason Stanislavovna,Queen Industries,Archer,23/05/2023
Lane Daniel Dmitrievna,Daily Planet,Archer,02/03/2024
Rand Lois Fedorovna,Palmer Technologies,Archer,21/08/2019
Gale Lois Nataliaevna,Rand Enterprises,Journalist,24/03/2024
Cain Peter Yakovlevna,S.H.I.E.L.D.,Archer,13/02/2022
Palpatine Jason Igorevna,NASA,Reporter,25/12/2019
Queen Bruce Tatianaevna,Palmer Technologies,Journalist,21/11/2019
Bishop Kara Timofeyevna,CatCo Worldwide Media,Reporter,26/10/2018
White Daniel Petrovna,Daily Planet,CEO,05/12/2016
Parker David Vasilievna,Army,IT Specialist,03/07/2024
Stark Daniel Nataliaevna,League of Assassins,Model,21/03/2017
Lane David Yevgenievna,Rand Enterprises,CEO,07/12/2021
Lane Norman Romanovna,Wayne Enterprises,Agent,06/05/2021
Smoak Carol Elenaevna,Central City Police Department,Lawyer,04/04/2022
Lane Jessica Leonidovna,Gamma Research,Spy,15/08/2019
Smoak Norman Dmitrievna,Fantastic Four,Agent,23/08/2022
Queen Bruce Valeryevna,Rand Enterprises,Photographer,11/03/2022
Maximoff Dorothy Vladislavovna,NASA,Scientist,09/01/2017
Storm Felicity Valeryevna,S.H.I.E.L.D.,Spy,21/03/2017
Zor-El Natasha Fedorovna,Queen Industries,Agent,26/10/2016
Gale Peter Ivanovna,S.H.I.E.L.D.,Soldier,26/07/2024
Osborn Oliver Olgaevna,League of Assassins,Scientist,05/11/2023
Lane Tony Stanislavovna,Queen Industries,Journalist,12/11/2020
Kent David Vladimirovna,Army,Spy,07/03/2023
Watson Mary Yakovlevna,SSR,IT Specialist,20/02/2018
Palpatine Rey Vladislavovna,NASA,Air Force Pilot,12/08/2019
Queen Peter Yurievna,CatCo Worldwide Media,Soldier,29/03/2023
Carter Peggy Valeryevna,Fantastic Four,Lawyer,22/02/2018
Storm Wade Fedorovna,Palmer Technologies,IT Specialist,29/12/2023
Gale Bruce Elenaevna,Wayne Enterprises,Model,29/03/2024
Wilson Matt Mikhailovna,NASA,IT Specialist,22/05/2021
Cain Peggy Stanislavovna,League of Assassins,IT Specialist,08/03/2020
Osborn Jessica Stanislavovna,CatCo Worldwide Media,Reporter,22/05/2020
Watson Peter Dariaevna,Fantastic Four,Air Force Pilot,04/08/2018
Kent Wade Svetlanaevna,S.H.I.E.L.D.,Agent,22/04/2018
Cain Matt Elenaevna,S.H.I.E.L.D.,Journalist,30/04/2019
Smoak Jessica Veniaminovna,Wayne Enterprises,Spy,09/04/2017
Watson Ben Leonidovna,Daily Planet,Scientist,10/04/2021
Cho Jason Annaevna,S.H.I.E.L.D.,Scientist,20/08/2023
Romanoff Ben Olegovna,Gamma Research,Agent,12/01/2018
Queen Daniel Yurievna,S.H.I.E.L.D.,Scientist,06/01/2019
Rand Mary Dmitrievna,Fantastic Four,IT Specialist,12/08/2016
Zor-El Kate Stanislavovna,Wayne Enterprises,Model,28/09/2021
Storm Wanda Olgaevna,Palmer Technologies,Scientist,06/04/2024
Smoak Steve Olegovna,Central City Police Department,Private Investigator,05/07/2024
Rogers Daniel Viktorovna,NASA,Scientist,30/07/2024
Osborn Daniel Katerinaevna,S.H.I.E.L.D.,Journalist,26/10/2023
Bishop Wanda Borisovna,Oscorp Industries,Reporter,02/03/2017
Todd Kara Stanislavovna,SSR,CEO,06/04/2019
Wayne Wanda Yurievna,Palmer Technologies,Journalist,16/06/2021
Parker Natasha Tatianaevna,Rand Enterprises,CEO,06/04/2022
Reilly Walter Olgaevna,Wayne Enterprises,Scientist,15/12/2018
Zor-El Grace Maryevna,Stark Industries,Reporter,14/06/2022
Reilly Kate Petrovna,CatCo Worldwide Media,Private Investigator,28/01/2018
Zor-El Lois Yakovlevna,Oscorp Industries,Air Force Pilot,13/08/2019
Bishop Felicity Borisovna,Alias Investigations,Archer,31/05/2019
Todd Walter Ivanovna,CatCo Worldwide Media,Journalist,12/08/2020
Rogers Susan Dmitrievna,SSR,Agent,13/05/2017
Cain Jessica Andreevna,Fantastic Four,IT Specialist,24/01/2023
Parker Kara Petrovna,Palmer Technologies,Archer,05/08/2018
Reilly Kate Vladimirovna,Fantastic Four,Archer,10/05/2018
Wilson Natasha Alexandrovna,Wayne Enterprises,Photographer,08/02/2018
Bishop Daniel Olgaevna,Gamma Research,Soldier,29/03/2022
Murdock Mary Alexandrovna,Fantastic Four,Model,09/07/2021
Gale Oliver Valeryevna,Daily Planet,Journalist,27/03/2022
Palpatine Ben Viktorovna,League of Assassins,CEO,14/09/2018
Allen Lois Tatianaevna,Daily Planet,Agent,21/06/2021
Watson Daniel Dariaevna,NASA,Model,08/09/2018
Rogers Steve Yevgenievna,Gamma Research,Reporter,28/08/2018
Gale Jason Romanovna,Oscorp Industries,Air Force Pilot,18/10/2022
Bishop Natasha Valeryevna,Rand Enterprises,IT Specialist,05/06/2023
Todd Mary Yevgenievna,Stark Industries,Agent,28/01/2017
Storm Carol Katerinaevna,Rand Enterprises,Spy,15/10/2017
Smoak Ben Ivanovna,Army,Private Investigator,03/08/2023
Cain Kara Dmitrievna,CatCo Worldwide Media,CEO,06/10/2017
Jones Lois Nikolaevna,CatCo Worldwide Media,Lawyer,11/01/2017
Cain Peggy Fedorovna,Central City Police Department,CEO,26/09/2017
Rogers Oliver Dariaevna,CatCo Worldwide Media,Private Investigator,05/04/2023
Cain Walter Fedorovna,Rand Enterprises,Journalist,03/06/2022
Queen Kate Stanislavovna,Queen Industries,Journalist,14/08/2020
Queen Daniel Annaevna,Rand Enterprises,Archer,06/08/2018
Romanoff Susan Stanislavovna,Wayne Enterprises,Agent,05/02/2024
Zor-El Norman Artemovna,Queen Industries,Air Force Pilot,29/02/2020
Osborn Felicity Yakovlevna,SSR,Private Investigator,30/06/2017
Queen Jessica Veniaminovna,Palmer Technologies,Archer,21/01/2024
Allen Wade Tatianaevna,League of Assassins,Archer,02/07/2017
Gale Tony Yurievna,SSR,Spy,13/06/2023
Parker Lois Veniaminovna,Daily Planet,Model,04/04/2022
Zor-El Bruce Sergeevna,Queen Industries,Air Force Pilot,28/04/2017
Zor-El Tony Dmitrievna,Rand Enterprises,Reporter,13/05/2020
Gale Jessica Mikhailovna,S.H.I.E.L.D.,Lawyer,24/06/2019
Cho Bruce Petrovna,Palmer Technologies,Scientist,17/06/2020
Danvers Jessica Valeryevna,SSR,Lawyer,14/11/2017
Zor-El Bruce Annaevna,CatCo Worldwide Media,Model,25/09/2023
Kent Tony Nataliaevna,Wayne Enterprises,Reporter,31/12/2018
Kent Matt Valeryevna,Daily Planet,Scientist,08/03/2019
Rogers Lois Petrovna,NASA,Lawyer,21/06/2020
Palpatine Peggy Yakovlevna,Stark Industries,CEO,04/02/2021
Storm Bruce Borisovna,SSR,Photographer,17/05/2018
Romanoff Carol Vsevolodovna,Fantastic Four,Reporter,26/08/2022
Wilson Carol Elenaevna,Palmer Technologies,IT Specialist,03/12/2020
Zor-El Peter Romanovna,CatCo Worldwide Media,CEO,02/07/2023
Lane Daniel Andreevna,S.H.I.E.L.D.,Model,13/08/2021
Storm Rey Alexandrovna,Oscorp Industries,Scientist,14/01/2020
Smoak Bruce Dariaevna,Alias Investigations,IT Specialist,28/09/2017
Reilly Felicity Nataliaevna,Army,Agent,06/12/2023
Smoak Dorothy Borisovna,SSR,Archer,31/12/2019
Smoak Peggy Romanovna,Army,Model,21/02/2023
Maximoff Grace Ivanovna,Daily Planet,Spy,01/01/2024
Murdock Bruce Romanovna,SSR,Journalist,30/11/2020
Rand Wade Sergeevna,Oscorp Industries,Archer,01/08/2018
Danvers Walter Dariaevna,Wayne Enterprises,Agent,26/02/2022
Cain Kara Sidorovna,SSR,Spy,14/10/2016
Watson Wanda Valeryevna,SSR,Spy,27/11/2021
Carter Norman Nataliaevna,SSR,IT Specialist,04/02/2024
Stark Lois Viktorovna,Alias Investigations,Photographer,16/01/2024
Smoak Wanda Fedorovna,Army,Lawyer,05/06/2017
Rand Jessica Svetlanaevna,Queen Industries,Soldier,28/03/2020
Watson Tony Romanovna,CatCo Worldwide Media,Private Investigator,09/04/2019
White Carol Fedorovna,NASA,Photographer,22/04/2022
Danvers Jessica Maryevna,Fantastic Four,Reporter,30/10/2018
Jones Carol Sidorovna,Daily Planet,Archer,07/12/2017
Watson Norman Igorevna,Oscorp Industries,Agent,25/10/2023
Todd Tony Vladislavovna,NASA,Agent,23/03/2024
Wilson Dorothy Vladimirovna,Stark Industries,IT Specialist,21/09/2021
Cain Barry Valeryevna,Queen Industries,Photographer,28/08/2022
Kent Norman Nikolayevna,Gamma Research,Photographer,30/07/2023
Rogers Barry Fedorovna,Wayne Enterprises,Photographer,11/12/2023
Osborn Steve Sidorovna,NASA,Soldier,03/04/2021
Cho Susan Stanislavovna,Oscorp Industries,Agent,30/04/2022
Rogers Rey Sidorovna,Army,Soldier,15/11/2018
Wilson Clark Gennadievna,Army,Reporter,30/05/2017
Osborn Norman Irinaevna,Wayne Enterprises,CEO,12/03/2022
Gale Bruce Sergeevna,Fantastic Four,Archer,14/05/2019
White Norman Olegovna,Daily Planet,Lawyer,17/04/2023
Romanoff Jessica Timofeyevna,Queen Industries,Scientist,27/07/2019
Jones Clark Artemovna,Rand Enterprises,Spy,20/04/2017
Allen Natasha Tatianaevna,League of Assassins,Lawyer,05/03/2023
Murdock Peter Sidorovna,Stark Industries,Scientist,26/01/2018
Smoak Jessica Nikolayevna,NASA,Scientist,11/02/2024
Wayne Wanda Ivanovna,Gamma Research,Photographer,30/03/2023
White Norman Gennadievna,Daily Planet,IT Specialist,19/02/2021
Jones Grace Yakovlevna,CatCo Worldwide Media,IT Specialist,02/12/2021
Lane Kate Gennadievna,Rand Enterprises,Soldier,17/01/2021
Lane Kate Nikolaevna,Daily Planet,Lawyer,13/02/2021
Rand Peggy Borisovna,Central City Police Department,Spy,22/10/2021
Wilson Tony Timofeyevna,CatCo Worldwide Media,Air Force Pilot,14/01/2020
Lane Susan Timofeyevna,League of Assassins,Spy,19/01/2022
Carter Clark Leonidovna,SSR,CEO,17/09/2019
Jones Peggy Dmitrievna,Gamma Research,Model,12/08/2018
Osborn Mary Svetlanaevna,Rand Enterprises,Air Force Pilot,24/07/2024
Maximoff Steve Petrovna,Central City Police Department,Agent,30/11/2023
Romanoff Wade Nikolayevna,Queen Industries,Agent,19/09/2023
Carter David Vladislavovna,CatCo Worldwide Media,Model,16/02/2023
Gale Natasha Andreevna,Alias Investigations,Agent,07/05/2019
Lane Clark Mikhailovna,CatCo Worldwide Media,Soldier,29/10/2018
Zor-El Daniel Fedorovna,Stark Industries,Model,29/08/2018
Gale Daniel Gennadievna,Central City Police Department,Spy,09/07/2022
Allen Matt Viktorovna,Stark Industries,Agent,20/06/2017
Rand Wade Irinaevna,Oscorp Industries,Agent,20/01/2024
Stark Susan Nikolayevna,Wayne Enterprises,Reporter,03/06/2021
Zor-El Susan Nikolaevna,Oscorp Industries,Scientist,24/03/2017
Cain Wade Maryevna,Daily Planet,IT Specialist,17/01/2017
Zor-El Jessica Vladislavovna,Rand Enterprises,Air Force Pilot,19/08/2019
Wilson Kara Olegovna,Palmer Technologies,Spy,09/07/2020
Stark Tony Dariaevna,SSR,Private Investigator,16/01/2024
Storm David Sergeevna,Alias Investigations,IT Specialist,26/12/2023
Danvers Peggy Timofeyevna,NASA,Photographer,23/09/2018
White Clark Tatianaevna,Daily Planet,Spy,25/08/2022
Allen Dorothy Maryevna,SSR,Agent,15/09/2023
Parker Bruce Annaevna,Alias Investigations,Journalist,06/07/2019
Maximoff Clark Alexandrovna,SSR,Photographer,20/03/2023
Reilly Oliver Tatianaevna,SSR,CEO,28/12/2023
Lane Jason Borisovna,Palmer Technologies,Agent,12/11/2023
Wayne Bruce Alexandrovna,Daily Planet,Scientist,27/12/2023
Lane Matt Sergeevna,S.H.I.E.L.D.,Lawyer,19/05/2024
Palpatine Susan Nataliaevna,NASA,Journalist,05/09/2020
Rand David Tatianaevna,Army,IT Specialist,04/03/2024
Storm Steve Ivanovna,Rand Enterprises,Archer,29/01/2023
Cho Natasha Igorevna,Gamma Research,Lawyer,12/01/2017
Murdock Wanda Yakovlevna,Gamma Research,Journalist,18/08/2019
Bishop Grace Yevgenievna,Alias Investigations,Air Force Pilot,05/11/2021
Maximoff Wade Olegovna,Wayne Enterprises,Reporter,27/03/2020
Osborn Rey Veniaminovna,Palmer Technologies,Archer,06/06/2024
Storm Rey Olgaevna,Army,IT Specialist,03/09/2022
Stark Wanda Fedorovna,Fantastic Four,Archer,06/03/2019
Zor-El Lois Dariaevna,Daily Planet,Spy,11/10/2018
Rand Norman Vladimirovna,Palmer Technologies,Archer,20/09/2016
Maximoff Kara Vladislavovna,Army,Photographer,02/06/2022
Rogers Wade Veniaminovna,Palmer Technologies,Soldier,27/10/2017
Storm Tony Valeryevna,League of Assassins,Agent,12/12/2021
Queen Carol Leonidovna,Rand Enterprises,Journalist,14/02/2024
Jones Oliver Olegovna,S.H.I.E.L.D.,Lawyer,26/05/2022
Allen Susan Annaevna,Central City Police Department,Reporter,05/07/2017
Stark Natasha Fedorovna,Alias Investigations,CEO,24/02/2018
Maximoff Clark Artemovna,Wayne Enterprises,Lawyer,25/06/2017
Queen Mary Vladislavovna,Queen Industries,Spy,20/10/2017
Lane Bruce Nikolayevna,Stark Industries,Scientist,09/12/2020
Danvers Rey Igorevna,Gamma Research,Photographer,12/04/2024
Parker Norman Annaevna,Gamma Research,Spy,13/04/2022
Osborn Natasha Svetlanaevna,Wayne Enterprises,Archer,20/01/2024
Zor-El Natasha Vladislavovna,Army,Reporter,17/07/2020
Wayne Norman Artemovna,SSR,Archer,01/05/2023
Rand Walter Mikhailovna,S.H.I.E.L.D.,Soldier,13/08/2016
Storm Oliver Artemovna,Gamma Research,Private Investigator,07/07/2021
Rand Peter Leonidovna,Gamma Research,Lawyer,13/05/2023
Palpatine Daniel Svetlanaevna,Central City Police Department,Lawyer,14/07/2018
Rogers Norman Ivanovna,Stark Industries,IT Specialist,04/11/2018
Allen Bruce Alexandrovna,S.H.I.E.L.D.,Reporter,08/05/2024
Lane Walter Olegovna,SSR,Private Investigator,11/02/2021
Rogers Clark Irinaevna,Army,Scientist,27/06/2019
Danvers Matt Maryevna,Gamma Research,Air Force Pilot,12/11/2020
Kent Matt Leonidovna,Daily Planet,IT Specialist,06/02/2024
Danvers Felicity Vsevolodovna,Central City Police Department,Scientist,02/10/2023
Osborn Steve Nikolaevna,Rand Enterprises,Scientist,30/08/2021
Jones Daniel Vasilievna,League of Assassins,CEO,22/10/2018
Rogers Steve Tatianaevna,Stark Industries,CEO,12/12/2023
Jones Susan Olegovna,Stark Industries,Private Investigator,01/09/2021
Reilly Natasha Katerinaevna,SSR,Air Force Pilot,30/08/2018
Reilly Walter Igorevna,Wayne Enterprises,Soldier,12/09/2018
Wayne Barry Alexandrovna,Alias Investigations,Scientist,14/12/2020
Allen Carol Artemovna,Army,Journalist,31/03/2018
Rand David Andreevna,NASA,Air Force Pilot,24/05/2021
Smoak Carol Nikolaevna,Oscorp Industries,Reporter,11/02/2022
Cho Barry Yevgenievna,S.H.I.E.L.D.,Archer,24/04/2019
Romanoff Barry Yurievna,NASA,Soldier,04/10/2018
Wilson Rey Timofeyevna,Daily Planet,Agent,10/01/2024
Zor-El Felicity Nikolaevna,S.H.I.E.L.D.,Agent,21/09/2019
Palpatine Matt Sergeevna,Palmer Technologies,Spy,03/11/2017
Stark Dorothy Nikolayevna,Queen Industries,Air Force Pilot,31/12/2021
Todd Peggy Veniaminovna,Daily Planet,Reporter,11/11/2023
Carter Walter Viktorovna,Wayne Enterprises,Lawyer,17/04/2019
Storm Natasha Veniaminovna,Fantastic Four,Spy,16/09/2023
Stark Daniel Irinaevna,Oscorp Industries,Private Investigator,27/12/2020
Lane Peter Dmitrievna,Gamma Research,Lawyer,03/05/2021
Zor-El Wanda Elenaevna,SSR,Soldier,29/06/2022
Wilson Tony Svetlanaevna,CatCo Worldwide Media,Lawyer,04/01/2017
Rogers Rey Irinaevna,Daily Planet,Private Investigator,01/05/2023
Carter Barry Sergeevna,Palmer Technologies,Lawyer,09/12/2022
Maximoff Lois Romanovna,Stark Industries,Model,28/05/2022
Allen Peter Nikolaevna,Daily Planet,Spy,31/08/2016
Romanoff Ben Leonidovna,Wayne Enterprises,IT Specialist,02/01/2017
Carter Walter Katerinaevna,Wayne Enterprises,Reporter,19/04/2020
Kent Kara Valeryevna,CatCo Worldwide Media,IT Specialist,02/09/2019
Murdock Jason Annaevna,Central City Police Department,Private Investigator,01/08/2019
Jones Rey Borisovna,Rand Enterprises,IT Specialist,08/05/2021
Lane Jason Borisovna,Stark Industries,Private Investigator,27/11/2021
Cho Kate Timofeyevna,Army,Model,16/08/2022
Smoak Jessica Nataliaevna,Oscorp Industries,CEO,03/08/2019
Queen Dorothy Gennadievna,Queen Industries,Lawyer,03/04/2021
Bishop Steve Vladimirovna,NASA,Soldier,06/02/2020
Bishop Lois Sergeevna,Rand Enterprises,Journalist,21/05/2023
Todd Carol Nikolayevna,Daily Planet,Air Force Pilot,06/04/2017
Reilly Ben Annaevna,Army,Journalist,15/05/2021
Osborn Daniel Nataliaevna,SSR,Soldier,14/07/2017
Bishop David Annaevna,Wayne Enterprises,IT Specialist,10/12/2018
Smoak Carol Tatianaevna,Queen Industries,Photographer,02/06/2020
Osborn David Dmitrievna,Alias Investigations,Lawyer,11/04/2021
Parker Bruce Alexandrovna,Army,CEO,22/04/2020
Smoak Jason Mikhailovna,Central City Police Department,Reporter,26/09/2020
Cho Daniel Maryevna,Rand Enterprises,Archer,16/11/2022
Carter Kara Yurievna,Wayne Enterprises,Air Force Pilot,01/07/2017
Bishop Natasha Maryevna,SSR,Photographer,08/08/2018
Parker Mary Maryevna,Stark Industries,IT Specialist,05/05/2019
Allen Carol Annaevna,Stark Industries,Scientist,23/10/2020
Wayne Daniel Dariaevna,Alias Investigations,Reporter,18/03/2024
Osborn Steve Nikolaevna,Alias Investigations,Private Investigator,13/06/2023
Cho Kate Igorevna,Central City Police Department,Spy,10/06/2023
Todd Jason Svetlanaevna,Fantastic Four,Air Force Pilot,03/12/2017
Lane Peggy Vladislavovna,Rand Enterprises,Spy,29/06/2018
Storm Kate Igorevna,Daily Planet,Private Investigator,15/05/2019
Smoak Felicity Gennadievna,Palmer Technologies,Soldier,03/12/2017
Smoak Ben Svetlanaevna,S.H.I.E.L.D.,Agent,11/02/2017
Gale Wanda Yakovlevna,CatCo Worldwide Media,Lawyer,23/01/2020
Lane Tony Vasilievna,League of Assassins,CEO,26/08/2017
Cain Tony Ivanovna,SSR,Model,04/03/2024
Watson Kate Mikhailovna,NASA,IT Specialist,02/01/2022
Smoak Felicity Yevgenievna,Wayne Enterprises,Journalist,08/07/2024
Jones Steve Olegovna,CatCo Worldwide Media,IT Specialist,24/01/2021
Cho Walter Igorevna,Rand Enterprises,Scientist,20/07/2022
Rogers Jason Irinaevna,Army,Air Force Pilot,16/07/2024
Queen Matt Andreevna,Wayne Enterprises,Journalist,16/04/2018
Danvers Walter Alexandrovna,Alias Investigations,CEO,04/03/2019
Osborn Wanda Vasilievna,Palmer Technologies,Photographer,12/12/2018
Parker Ben Romanovna,SSR,Air Force Pilot,10/09/2018
Kent Oliver Fedorovna,Central City Police Department,Model,20/01/2019
Smoak Felicity Dariaevna,Gamma Research,Lawyer,27/03/2024
Watson Norman Mikhailovna,CatCo Worldwide Media,Soldier,28/01/2021
Palpatine Steve Yevgenievna,Palmer Technologies,Reporter,28/04/2021
Allen Norman Borisovna,Queen Industries,Photographer,14/08/2016
Reilly Felicity Gennadievna,Stark Industries,Archer,26/01/2017
Queen Walter Vladislavovna,Fantastic Four,Model,14/11/2021
Parker Mary Andreevna,SSR,Model,08/07/2022
Allen Daniel Andreevna,SSR,Model,21/07/2020
Storm Ben Andreevna,NASA,Journalist,29/04/2019
Kent Natasha Alexandrovna,CatCo Worldwide Media,Reporter,16/09/2020
Wilson Norman Igorevna,Wayne Enterprises,Model,12/02/2020
Zor-El Peter Alexandrovna,Palmer Technologies,Air Force Pilot,26/06/2018
Danvers Matt Igorevna,Wayne Enterprises,Private Investigator,18/01/2017
Watson Susan Irinaevna,Rand Enterprises,Model,23/06/2018
Smoak Dorothy Vsevolodovna,SSR,Model,20/07/2024
