Full Name,Department,Job Title,Hiring day
Wayne Grace Nikolaevna,Wayne Enterprises,Air Force Pilot,27/03/2019
Watson Rey Vsevolodovna,Wayne Enterprises,Journalist,16/12/2020
Cho Walter Viktorovna,Fantastic Four,Soldier,24/09/2022
Zor-El Ben Yakovlevna,S.H.I.E.L.D.,Spy,24/05/2021
Zor-El Lois Viktorovna,Gamma Research,Archer,23/07/2023
Queen Steve Viktorovna,Rand Enterprises,Lawyer,24/12/2021
White Oliver Petrovna,CatCo Worldwide Media,IT Specialist,19/05/2018
Reilly Daniel Romanovna,Alias Investigations,Lawyer,03/05/2024
Smoak Bruce Yakovlevna,Gamma Research,Air Force Pilot,12/03/2020
Reilly Wanda Vsevolodovna,CatCo Worldwide Media,CEO,26/10/2023
Bishop Rey Olgaevna,Queen Industries,Journalist,05/05/2020
Bishop Susan Romanovna,Fantastic Four,Spy,30/08/2023
Osborn Natasha Borisovna,Stark Industries,Agent,03/12/2022
Wilson Tony Annaevna,Alias Investigations,Soldier,15/10/2017
Stark Norman Veniaminovna,NASA,Reporter,18/04/2024
Zor-El Peter Svetlanaevna,Wayne Enterprises,Reporter,11/07/2018
Zor-El Oliver Veniaminovna,Central City Police Department,Model,12/01/2018
Storm Daniel Dariaevna,Alias Investigations,Reporter,09/07/2017
Stark Jason Katerinaevna,SSR,CEO,14/12/2022
Parker Oliver Timofeyevna,Queen Industries,Agent,09/07/2020
Maximoff Tony Elenaevna,Queen Industries,Journalist,10/07/2021
Wayne Carol Andreevna,NASA,IT Specialist,04/01/2024
White Susan Timofeyevna,S.H.I.E.L.D.,Air Force Pilot,27/04/2020
Rogers Peggy Timofeyevna,SSR,Scientist,18/08/2018
Romanoff Bruce Viktorovna,Stark Industries,Reporter,01/02/2022
Wilson Barry Dariaevna,Palmer Technologies,Photographer,08/12/2016
Jones Jason Yakovlevna,Daily Planet,Scientist,07/12/2021
Rand Kara Viktorovna,Alias Investigations,Spy,11/04/2024
Todd Susan Leonidovna,Alias Investigations,Photographer,19/10/2017
Queen Peggy Olgaevna,Stark Industries,Reporter,17/12/2021
Reilly Wanda Nataliaevna,Gamma Research,Archer,11/01/2023
Jones Walter Andreevna,League of Assassins,Reporter,30/07/2021
Wilson Clark Nataliaevna,S.H.I.E.L.D.,Model,10/02/2017
Lane Susan Artemovna,Queen Industries,Photographer,13/09/2018
Bishop Peggy Dmitrievna,CatCo Worldwide Media,Photographer,14/08/2019
Kent Norman Valeryevna,Alias Investigations,Private Investigator,17/02/2023
Storm Clark Irinaevna,Daily Planet,CEO,07/12/2019
Watson Kara Vsevolodovna,Central City Police Department,Scientist,01/08/2020
Murdock Matt Vasilievna,Oscorp Industries,Reporter,02/09/2016
Romanoff Wanda Vasilievna,NASA,Agent,09/02/2023
Carter Norman Yurievna,CatCo Worldwide Media,Lawyer,05/07/2019
Wayne Rey Sergeevna,Alias Investigations,Lawyer,08/06/2021
Lane Bruce Nikolaevna,Oscorp Industries,Photographer,11/01/2024
Murdock Jason Dmitrievna,Palmer Technologies,Agent,03/07/2017
Storm Wanda Olgaevna,NASA,Private Investigator,04/06/2022
Gale Jason Nataliaevna,Alias Investigations,Soldier,09/05/2022
Allen Carol Svetlanaevna,Wayne Enterprises,Spy,24/02/2021
Rogers Wanda Romanovna,Wayne Enterprises,Scientist,10/06/2019
Todd Dorothy Igorevna,SSR,Archer,15/12/2021
Lane Natasha Nataliaevna,Central City Police Department,Lawyer,08/06/2024
Watson Felicity Viktorovna,Rand Enterprises,Photographer,30/10/2018
Carter Ben Olegovna,Alias Investigations,IT Specialist,27/07/2017
Gale Barry Gennadievna,League of Assassins,Private Investigator,14/06/2018
Stark Ben Borisovna,Palmer Technologies,CEO,25/09/2021
Maximoff Kate Alexandrovna,Central City Police Department,Air Force Pilot,02/04/2023
Osborn Kara Valeryevna,Wayne Enterprises,Scientist,23/11/2016
Parker Oliver Vasilievna,CatCo Worldwide Media,Model,29/08/2017
Wayne Kara Viktorovna,Rand Enterprises,CEO,11/05/2022
Kent Jason Andreevna,SSR,IT Specialist,10/11/2022
Lane Jason Vsevolodovna,Stark Industries,Journalist,18/02/2017
Gale Wade Leonidovna,S.H.I.E.L.D.,Private Investigator,29/05/2018
Kent Oliver Stanislavovna,CatCo Worldwide Media,Lawyer,18/11/2020
Wayne Ben Olgaevna,Central City Police Department,Journalist,03/07/2024
Reilly David Elenaevna,Daily Planet,Photographer,15/08/2022
Romanoff Norman Elenaevna,Palmer Technologies,IT Specialist,20/10/2017
Lane Kara Vsevolodovna,Stark Industries,Private Investigator,18/08/2019
Osborn Peter Tatianaevna,Army,Journalist,03/06/2020
Danvers Dorothy Dariaevna,Queen Industries,Journalist,01/08/2017
Lane Oliver Veniaminovna,Rand Enterprises,Model,03/02/2019
Zor-El Matt Ivanovna,NASA,Reporter,11/07/2021
Murdock David Ivanovna,SSR,Model,27/03/2017
Bishop Rey Yurievna,Wayne Enterprises,Journalist,18/09/2020
Rogers Bruce Svetlanaevna,Army,Spy,14/08/2017
Bishop Jessica Igorevna,Stark Industries,Soldier,12/12/2018
Gale Lois Olegovna,Alias Investigations,Spy,26/10/2021
Stark Tony Katerinaevna,League of Assassins,Archer,19/03/2021
Watson Jessica Sidorovna,League of Assassins,Photographer,05/01/2021
Rogers Grace Yurievna,Central City Police Department,Private Investigator,03/07/2019
Murdock Steve Sergeevna,S.H.I.E.L.D.,Photographer,11/05/2023
Palpatine Wanda Veniaminovna,Palmer Technologies,Model,07/08/2021
Cain Steve Yakovlevna,Rand Enterprises,Soldier,19/01/2022
Watson Steve Vsevolodovna,Wayne Enterprises,Archer,23/09/2016
Reilly Grace Viktorovna,Army,Spy,30/12/2018
Stark Norman Ivanovna,Gamma Research,Soldier,29/10/2022
Reilly Matt Nikolaevna,Stark Industries,Journalist,13/04/2021
Romanoff Peter Vsevolodovna,S.H.I.E.L.D.,Photographer,15/10/2022
Carter Peggy Nataliaevna,NASA,Photographer,10/05/2022
Reilly Daniel Vladislavovna,Wayne Enterprises,Air Force Pilot,28/07/2020
Wilson Susan Elenaevna,Palmer Technologies,CEO,11/01/2021
Watson Mary Katerinaevna,Central City Police Department,Reporter,26/07/2017
Gale Daniel Vladimirovna,Rand Enterprises,Soldier,09/01/2018
Carter Natasha Dmitrievna,Oscorp Industries,Soldier,24/06/2021
Stark Natasha Veniaminovna,Army,IT Specialist,17/05/2022
Jones Matt Veniaminovna,Wayne Enterprises,Spy,27/10/2017
Allen Dorothy Stanislavovna,Alias Investigations,Reporter,18/06/2020
Bishop Carol Gennadievna,Queen Industries,CEO,16/06/2017
Allen Jessica Romanovna,Army,Lawyer,15/02/2019
Danvers Kara Olgaevna,SSR,Scientist,15/03/2018
Allen Felicity Vsevolodovna,Fantastic Four,Reporter,15/11/2023
Zor-El Steve Katerinaevna,Queen Industries,Reporter,22/06/2019
Jones Wade Ivanovna,SSR,Soldier,20/10/2017
Wilson Norman Katerinaevna,Fantastic Four,Archer,14/01/2020
White Jason Vsevolodovna,Army,Private Investigator,30/12/2017
Queen Kara Alexandrovna,Queen Industries,Soldier,19/02/2017
Storm Kara Svetlanaevna,Rand Enterprises,Reporter,11/01/2022
Romanoff Peter Gennadievna,CatCo Worldwide Media,Scientist,16/06/2017
Danvers Norman Yakovlevna,League of Assassins,Air Force Pilot,14/11/2019
Cho Peggy Yurievna,SSR,IT Specialist,26/01/2019
Cho Steve Maryevna,CatCo Worldwide Media,Soldier,10/09/2016
Lane Bruce Sergeevna,Palmer Technologies,Reporter,22/07/2022
Stark Rey Romanovna,Army,Spy,11/03/2020
Osborn Kate Dariaevna,SSR,Air Force Pilot,12/02/2017
Osborn David Timofeyevna,Stark Industries,Soldier,07/08/2016
Rogers Kate Dmitrievna,Stark Industries,IT Specialist,14/07/2022
Stark Barry Ivanovna,Daily Planet,Air Force Pilot,30/01/2017
Wilson Susan Artemovna,Stark Industries,Spy,01/01/2021
Cho Natasha Romanovna,Central City Police Department,Scientist,08/07/2019
Cain Carol Nikolayevna,Palmer Technologies,Spy,10/10/2018
Rogers Wanda Elenaevna,Stark Industries,Reporter,16/02/2021
Cho Daniel Veniaminovna,CatCo Worldwide Media,Scientist,11/05/2022
Watson Susan Sergeevna,Wayne Enterprises,Journalist,28/11/2018
Gale Lois Maryevna,S.H.I.E.L.D.,Scientist,02/10/2018
Todd Natasha Igorevna,Oscorp Industries,Lawyer,25/08/2021
Cain Mary Gennadievna,Central City Police Department,Soldier,17/06/2024
Bishop Kara Dmitrievna,Queen Industries,Model,08/05/2019
Rogers Dorothy Artemovna,Rand Enterprises,IT Specialist,19/06/2017
Smoak Dorothy Yakovlevna,Central City Police Department,Soldier,19/10/2019
Osborn Norman Timofeyevna,Queen Industries,Scientist,25/09/2018
Cho Bruce Fedorovna,Daily Planet,Lawyer,29/03/2020
Stark Walter Maryevna,CatCo Worldwide Media,Photographer,03/06/2017
Wayne Walter Vasilievna,Fantastic Four,Soldier,04/05/2024
Bishop Lois Romanovna,Central City Police Department,Scientist,26/07/2023
Storm David Olgaevna,SSR,Spy,15/01/2020
Todd Walter Nikolaevna,Wayne Enterprises,Journalist,13/09/2018
Lane Wade Borisovna,S.H.I.E.L.D.,IT Specialist,03/06/2021
Cain David Romanovna,Daily Planet,CEO,02/10/2022
Osborn Barry Dariaevna,Palmer Technologies,Agent,20/10/2021
Storm Wade Dariaevna,Gamma Research,Agent,13/01/2020
Romanoff Bruce Tatianaevna,Wayne Enterprises,Archer,13/08/2019
Danvers Felicity Stanislavovna,Oscorp Industries,Lawyer,20/04/2020
Romanoff Jessica Katerinaevna,Fantastic Four,Air Force Pilot,15/07/2021
Murdock Lois Olegovna,Wayne Enterprises,Scientist,28/01/2018
Murdock Lois Dmitrievna,Fantastic Four,IT Specialist,16/10/2018
Reilly Jason Sergeevna,Army,Lawyer,12/05/2022
Kent Kate Nataliaevna,NASA,Air Force Pilot,11/09/2018
Cho Wanda Veniaminovna,Wayne Enterprises,Reporter,27/06/2024
Stark Mary Annaevna,League of Assassins,Spy,22/11/2019
Rogers Grace Artemovna,CatCo Worldwide Media,CEO,12/01/2024
Storm Peter Fedorovna,League of Assassins,Private Investigator,29/06/2019
Reilly Jessica Andreevna,Alias Investigations,Photographer,28/06/2024
Gale Daniel Annaevna,Central City Police Department,IT Specialist,19/05/2020
Kent Kate Petrovna,SSR,Archer,06/03/2020
Gale Ben Petrovna,Stark Industries,Journalist,21/09/2020
Osborn Susan Nikolayevna,S.H.I.E.L.D.,Soldier,02/02/2022
Stark Grace Vladislavovna,Central City Police Department,Soldier,18/09/2021
Murdock Steve Tatianaevna,Fantastic Four,Archer,27/05/2019
Stark Dorothy Igorevna,SSR,Lawyer,11/08/2023
Bishop Peter Sergeevna,NASA,Agent,26/03/2019
Wilson Norman Nikolayevna,NASA,Journalist,16/03/2022
Kent Jessica Borisovna,CatCo Worldwide Media,Journalist,20/09/2016
Gale Oliver Stanislavovna,S.H.I.E.L.D.,Lawyer,10/03/2018
Osborn Bruce Stanislavovna,Queen Industries,Agent,01/11/2016
Parker Bruce Stanislavovna,SSR,CEO,23/07/2017
Kent Natasha Romanovna,Gamma Research,Journalist,02/07/2023
White Bruce Dmitrievna,Army,Soldier,26/06/2019
Wayne Barry Elenaevna,NASA,Archer,10/11/2019
Cain David Romanovna,S.H.I.E.L.D.,Air Force Pilot,09/09/2019
Rogers Oliver Mikhailovna,Rand Enterprises,Scientist,21/05/2021
Parker Susan Romanovna,S.H.I.E.L.D.,Agent,26/07/2022
Murdock Kara Nikolaevna,Wayne Enterprises,Spy,04/01/2020
Todd Jason Artemovna,Fantastic Four,Archer,17/08/2021
Palpatine Barry Viktorovna,Army,Spy,12/07/2020
Jones Tony Tatianaevna,Rand Enterprises,IT Specialist,05/08/2021
Watson Barry Alexandrovna,NASA,Spy,22/12/2018
Smoak Clark Nataliaevna,CatCo Worldwide Media,IT Specialist,08/09/2016
Bishop Steve Tatianaevna,Fantastic Four,CEO,17/04/2020
Queen Natasha Romanovna,S.H.I.E.L.D.,Reporter,23/04/2017
Parker Rey Artemovna,Army,Soldier,15/10/2016
Reilly Dorothy Yevgenievna,League of Assassins,Reporter,04/06/2017
Rogers Jessica Petrovna,League of Assassins,Journalist,28/06/2022
Zor-El Barry Alexandrovna,League of Assassins,Air Force Pilot,20/06/2019
Romanoff Peter Petrovna,Oscorp Industries,Agent,31/08/2020
Reilly Peter Annaevna,Rand Enterprises,Air Force Pilot,24/10/2022
Rogers Steve Nikolayevna,NASA,CEO,30/12/2018
Cho Oliver Timofeyevna,CatCo Worldwide Media,Spy,26/07/2023
Lane Wade Irinaevna,Palmer Technologies,Photographer,20/02/2022
Stark Oliver Leonidovna,NASA,Model,13/10/2022
Wayne Daniel Yevgenievna,Fantastic Four,Photographer,12/07/2023
Maximoff Grace Olgaevna,Alias Investigations,Private Investigator,20/07/2022
Todd Oliver Gennadievna,Alias Investigations,Scientist,12/03/2017
Zor-El Oliver Nikolaevna,NASA,Scientist,11/07/2022
Zor-El Wade Nataliaevna,Army,Agent,19/09/2020
Rand Lois Romanovna,NASA,Soldier,29/09/2022
Cain Kate Svetlanaevna,SSR,Air Force Pilot,23/08/2017
Carter Lois Artemovna,Army,Scientist,02/07/2018
Murdock Tony Elenaevna,Alias Investigations,Archer,16/08/2022
Maximoff David Valeryevna,Oscorp Industries,Private Investigator,29/10/2022
Danvers Steve Vladislavovna,Wayne Enterprises,Model,18/01/2023
Romanoff Carol Olegovna,League of Assassins,Reporter,12/07/2023
Osborn Lois Ivanovna,Palmer Technologies,Private Investigator,07/07/2024
Lane Kara Valeryevna,SSR,Journalist,25/06/2024
Lane Rey Borisovna,NASA,Reporter,13/05/2018
Zor-El Dorothy Ivanovna,NASA,Photographer,03/12/2016
Wayne Wanda Viktorovna,SSR,Scientist,15/05/2018
Reilly Matt Nikolaevna,CatCo Worldwide Media,Soldier,23/03/2023
Allen Bruce Fedorovna,NASA,Model,21/03/2017
Carter Kara Tatianaevna,Alias Investigations,Model,05/07/2018
Todd Matt Irinaevna,Central City Police Department,Scientist,04/04/2017
Parker Mary Irinaevna,Gamma Research,Model,22/06/2019
Watson Dorothy Leonidovna,Gamma Research,Soldier,03/08/2022
Rand Mary Sidorovna,S.H.I.E.L.D.,Journalist,01/01/2019
Maximoff Mary Vsevolodovna,Army,Reporter,12/01/2018
Parker Kara Katerinaevna,Oscorp Industries,IT Specialist,23/08/2019
White Barry Mikhailovna,Stark Industries,Journalist,26/10/2021
Carter Walter Stanislavovna,Daily Planet,Air Force Pilot,05/04/2019
Maximoff Kate Alexandrovna,Palmer Technologies,Soldier,27/04/2021
Rogers Bruce Katerinaevna,Wayne Enterprises,Soldier,18/09/2023
Carter Steve Yurievna,Gamma Research,Spy,31/12/2017
Osborn Jason Timofeyevna,NASA,Scientist,20/04/2022
Osborn Matt Romanovna,Alias Investigations,IT Specialist,03/06/2022
Todd Kara Maryevna,CatCo Worldwide Media,Photographer,25/09/2022
Palpatine Clark Elenaevna,Fantastic Four,Lawyer,11/05/2019
Maximoff Bruce Stanislavovna,Rand Enterprises,Agent,15/09/2017
Kent Susan Vladislavovna,NASA,Soldier,19/10/2019
Cain Norman Alexandrovna,S.H.I.E.L.D.,Private Investigator,18/09/2020
Wilson Matt Artemovna,Rand Enterprises,Air Force Pilot,30/04/2018
Storm Carol Romanovna,S.H.I.E.L.D.,Model,30/06/2021
Storm Wanda Irinaevna,League of Assassins,CEO,10/03/2019
Todd Bruce Vsevolodovna,CatCo Worldwide Media,Journalist,01/03/2019
Reilly Rey Yevgenievna,CatCo Worldwide Media,Lawyer,19/02/2023
Zor-El Felicity Valeryevna,Daily Planet,Photographer,10/10/2022
Kent Ben Veniaminovna,Alias Investigations,Photographer,20/02/2020
Cho Oliver Igorevna,Queen Industries,Lawyer,27/01/2020
Jones Peter Igorevna,Central City Police Department,IT Specialist,31/08/2023
Rogers Jason Petrovna,League of Assassins,IT Specialist,17/05/2023
Queen Mary Alexandrovna,Gamma Research,CEO,09/11/2023
Parker Ben Vladislavovna,Army,Lawyer,18/08/2019
Cho Kate Maryevna,Queen Industries,Soldier,03/06/2018
Palpatine Oliver Dariaevna,Central City Police Department,Reporter,21/03/2024
Watson Dorothy Vasilievna,Stark Industries,Agent,04/07/2021
Storm Peter Nataliaevna,Wayne Enterprises,Photographer,18/08/2023
Jones Oliver Vladislavovna,Rand Enterprises,Agent,09/11/2016
Osborn Lois Gennadievna,CatCo Worldwide Media,Spy,20/10/2017
Rogers Kara Olegovna,Stark Industries,Model,21/01/2022
Reilly Norman Sergeevna,Stark Industries,Soldier,15/04/2017
Murdock Wade Valeryevna,Wayne Enterprises,Soldier,06/08/2022
Murdock Daniel Ivanovna,League of Assassins,Agent,03/06/2021
Kent Grace Tatianaevna,Queen Industries,Soldier,28/01/2023
Danvers Susan Vsevolodovna,Queen Industries,Photographer,29/11/2018
Storm Clark Nataliaevna,Stark Industries,Spy,31/12/2018
Maximoff Rey Nikolayevna,Stark Industries,CEO,11/01/2019
Maximoff Bruce Stanislavovna,Wayne Enterprises,Private Investigator,09/06/2023
Rogers Natasha Sergeevna,Gamma Research,Agent,05/06/2020
Maximoff Matt Svetlanaevna,Rand Enterprises,Scientist,04/05/2024
Cho Grace Igorevna,League of Assassins,Scientist,15/11/2016
Wilson Ben Maryevna,SSR,CEO,20/12/2017
Watson Jessica Alexandrovna,Daily Planet,Soldier,02/01/2020
Cain Kate Ivanovna,CatCo Worldwide Media,CEO,03/12/2020
Jones Dorothy Ivanovna,Palmer Technologies,Soldier,05/07/2020
Bishop Oliver Igorevna,Queen Industries,Lawyer,12/09/2020
Cho Barry Fedorovna,Fantastic Four,Journalist,08/02/2020
Kent Matt Vsevolodovna,Queen Industries,CEO,02/11/2023
Lane Mary Olegovna,Rand Enterprises,Spy,08/04/2019
Rogers Kate Nataliaevna,Rand Enterprises,Archer,02/11/2016
Jones Walter Dmitrievna,Gamma Research,Private Investigator,01/01/2020
Danvers Susan Stanislavovna,Fantastic Four,Agent,14/04/2024
Allen Peter Borisovna,Alias Investigations,Model,18/10/2019
Jones Tony Vasilievna,Alias Investigations,Reporter,25/01/2019
Cho Dorothy Stanislavovna,Daily Planet,IT Specialist,02/09/2023
Maximoff Oliver Sergeevna,Army,Agent,26/05/2019
Allen Tony Yakovlevna,CatCo Worldwide Media,Scientist,07/08/2020
Lane Kara Yevgenievna,SSR,Private Investigator,20/05/2017
Lane Tony Viktorovna,Fantastic Four,IT Specialist,03/02/2018
Danvers Ben Leonidovna,Rand Enterprises,Agent,23/11/2016
Smoak Jason Dmitrievna,Army,Photographer,27/03/2024
Osborn Kara Irinaevna,S.H.I.E.L.D.,Air Force Pilot,17/06/2021
Rogers Matt Irinaevna,Army,Lawyer,17/02/2022
Romanoff Barry Dmitrievna,NASA,CEO,01/12/2021
Kent Rey Ivanovna,Central City Police Department,Photographer,13/01/2023
Todd Wanda Annaevna,Oscorp Industries,Agent,27/01/2018
Wilson Kate Katerinaevna,League of Assassins,Air Force Pilot,22/02/2020
Smoak Steve Borisovna,Gamma Research,Air Force Pilot,24/03/2022
White Oliver Romanovna,Alias Investigations,CEO,30/12/2021
Carter Susan Dmitrievna,Central City Police Department,Photographer,11/03/2021
Reilly Dorothy Gennadievna,CatCo Worldwide Media,Agent,14/05/2022
Zor-El Jessica Yakovlevna,League of Assassins,Model,03/02/2020
Smoak Kate Svetlanaevna,League of Assassins,Journalist,26/10/2023
Rogers Tony Olegovna,Wayne Enterprises,Agent,21/12/2020
Bishop Daniel Katerinaevna,SSR,Reporter,17/07/2021
Osborn Carol Olgaevna,League of Assassins,Spy,19/10/2023
Bishop David Svetlanaevna,Stark Industries,Air Force Pilot,15/02/2017
Todd Barry Yevgenievna,Central City Police Department,Agent,26/02/2024
Watson Ben Alexandrovna,Oscorp Industries,IT Specialist,14/07/2018
Wilson Barry Annaevna,Gamma Research,Private Investigator,22/06/2017
Lane Barry Nataliaevna,Stark Industries,Private Investigator,15/04/2021
Cain Peter Olegovna,Army,Model,02/09/2023
Palpatine Ben Elenaevna,Daily Planet,Scientist,02/12/2023
Reilly Jason Tatianaevna,Army,IT Specialist,01/09/2023
Cho Kate Romanovna,S.H.I.E.L.D.,Scientist,07/12/2016
Jones David Alexandrovna,Oscorp Industries,Journalist,20/09/2017
Maximoff Jason Nikolayevna,Wayne Enterprises,Reporter,30/12/2020
Storm Dorothy Dariaevna,Queen Industries,Photographer,02/10/2021
Osborn Steve Nataliaevna,Stark Industries,Air Force Pilot,12/09/2019
Cain Wade Valeryevna,Oscorp Industries,CEO,12/01/2017
Maximoff Wanda Artemovna,Daily Planet,CEO,26/09/2019
Maximoff Lois Vasilievna,Central City Police Department,Journalist,18/11/2016
Lane Grace Svetlanaevna,Stark Industries,Model,27/03/2017
Wayne Daniel Sergeevna,CatCo Worldwide Media,Scientist,02/08/2023
Jones Kara Elenaevna,CatCo Worldwide Media,Soldier,24/02/2021
Danvers Susan Tatianaevna,Central City Police Department,Lawyer,05/01/2018
Osborn Peggy Romanovna,Fantastic Four,CEO,12/06/2019
Watson Jason Elenaevna,Stark Industries,IT Specialist,29/04/2022
Bishop Dorothy Romanovna,Gamma Research,IT Specialist,29/01/2019
Osborn Susan Nikolayevna,League of Assassins,Lawyer,05/03/2022
Osborn Steve Igorevna,Wayne Enterprises,Agent,16/12/2022
Watson Peter Viktorovna,Alias Investigations,Lawyer,17/01/2021
Osborn Felicity Valeryevna,Rand Enterprises,Spy,11/10/2018
Cho Wade Valeryevna,Stark Industries,Scientist,14/06/2023
Stark Mary Dmitrievna,CatCo Worldwide Media,Private Investigator,29/04/2022
Bishop Grace Viktorovna,Rand Enterprises,Agent,20/11/2018
Romanoff Rey Vsevolodovna,Stark Industries,Air Force Pilot,21/02/2018
Rand Peggy Timofeyevna,Central City Police Department,Air Force Pilot,18/04/2018
Palpatine Grace Katerinaevna,Army,Private Investigator,08/07/2021
Jones Jessica Svetlanaevna,Gamma Research,Spy,24/01/2018
Wilson Carol Yevgenievna,Fantastic Four,Spy,08/09/2018
Todd Barry Sidorovna,Oscorp Industries,Lawyer,08/03/2019
Storm Felicity Dariaevna,Fantastic Four,Private Investigator,07/01/2022
Bishop Carol Vasilievna,Gamma Research,Scientist,13/04/2021
Cain Jessica Svetlanaevna,Fantastic Four,Lawyer,26/01/2022
Allen Wade Yevgenievna,Wayne Enterprises,Agent,20/12/2022
Osborn David Valeryevna,Rand Enterprises,Model,26/03/2017
Watson Peter Irinaevna,CatCo Worldwide Media,Reporter,14/05/2019
Rogers Steve Mikhailovna,Gamma Research,Air Force Pilot,27/09/2017
Queen Wanda Gennadievna,NASA,Archer,03/12/2017
Bishop Wanda Olegovna,Central City Police Department,Agent,19/07/2020
Rogers Kara Vladislavovna,Palmer Technologies,Lawyer,15/09/2021
Smoak Felicity Maryevna,Alias Investigations,Scientist,26/03/2017
Cain Jessica Dariaevna,Palmer Technologies,Agent,08/01/2018
Parker Dorothy Dariaevna,Wayne Enterprises,Spy,14/05/2024
Parker Wanda Borisovna,Queen Industries,Photographer,24/01/2024
Wayne Carol Andreevna,Queen Industries,Air Force Pilot,21/07/2021
Danvers Bruce Veniaminovna,Army,Air Force Pilot,22/05/2019
