Full Name,Department,Job Title,Hiring day
Cho Oliver Romanovna,Queen Industries,Lawyer,14/09/2020
Stark Kate Igorevna,Central City Police Department,IT Specialist,08/02/2022
Storm Walter Veniaminovna,Central City Police Department,Photographer,23/05/2021
Romanoff Felicity Maryevna,Central City Police Department,IT Specialist,23/05/2019
Danvers Carol Borisovna,Rand Enterprises,Photographer,02/08/2020
Wayne Susan Svetlanaevna,Queen Industries,Private Investigator,18/06/2017
Jones Barry Annaevna,NASA,Private Investigator,15/09/2016
Danvers Peggy Yakovlevna,Fantastic Four,Scientist,27/07/2022
Watson Tony Artemovna,NASA,Private Investigator,02/03/2024
Watson Kara Elenaevna,League of Assassins,Reporter,05/06/2024
Kent Rey Sergeevna,League of Assassins,Spy,22/10/2021
Lane Mary Romanovna,Army,CEO,27/04/2023
Danvers Ben Vasilievna,Queen Industries,IT Specialist,19/07/2022
White Walter Vasilievna,Palmer Technologies,Journalist,10/12/2016
Zor-El Daniel Vsevolodovna,Queen Industries,Scientist,20/04/2020
Rand Tony Svetlanaevna,Alias Investigations,Lawyer,30/12/2022
Watson Jessica Yurievna,CatCo Worldwide Media,Agent,05/05/2023
Wilson Natasha Yurievna,CatCo Worldwide Media,CEO,21/02/2022
Reilly Natasha Olgaevna,Army,Lawyer,10/10/2023
Watson David Romanovna,Gamma Research,Agent,03/04/2019
Storm Oliver Veniaminovna,Central City Police Department,Spy,12/11/2018
Rogers Daniel Yakovlevna,Wayne Enterprises,Model,04/11/2017
Danvers Susan Borisovna,S.H.I.E.L.D.,Agent,27/04/2022
Reilly Rey Gennadievna,Alias Investigations,Archer,31/01/2018
Osborn Walter Dariaevna,CatCo Worldwide Media,Spy,16/04/2018
Carter Daniel Nikolayevna,League of Assassins,Lawyer,01/11/2021
Palpatine Matt Andreevna,Gamma Research,Journalist,02/06/2018
Carter Dorothy Irinaevna,Central City Police Department,Agent,01/11/2019
White Walter Stanislavovna,Stark Industries,CEO,19/09/2018
Wilson Grace Olegovna,Queen Industries,Soldier,12/06/2021
Murdock Clark Elenaevna,Fantastic Four,Agent,30/07/2024
Watson Peggy Nikolaevna,Central City Police Department,Private Investigator,25/10/2022
Wayne Carol Sergeevna,Alias Investigations,Private Investigator,19/04/2017
Carter Ben Maryevna,Daily Planet,IT Specialist,09/11/2019
Maximoff Felicity Mikhailovna,Daily Planet,Reporter,15/01/2018
Danvers Clark Yurievna,League of Assassins,Reporter,20/11/2021
Cho Wanda Tatianaevna,Gamma Research,Reporter,03/08/2022
Parker Oliver Vladimirovna,Oscorp Industries,Private Investigator,18/09/2023
Bishop Natasha Nataliaevna,SSR,Reporter,27/02/2022
Rogers Susan Nataliaevna,SSR,Lawyer,05/09/2017
Reilly Bruce Yevgenievna,Stark Industries,Private Investigator,14/09/2022
White Peggy Alexandrovna,Central City Police Department,Scientist,23/03/2019
Queen Walter Valeryevna,Queen Industries,IT Specialist,24/08/2016
Kent Peggy Yurievna,Gamma Research,Air Force Pilot,20/08/2016
Wayne Barry Olgaevna,Gamma Research,Reporter,24/04/2023
Wilson David Petrovna,CatCo Worldwide Media,Spy,13/02/2018
Bishop Kara Timofeyevna,Palmer Technologies,IT Specialist,28/09/2022
Parker Steve Timofeyevna,Queen Industries,Archer,11/10/2017
Lane Ben Viktorovna,Central City Police Department,Photographer,09/07/2022
Wilson Steve Ivanovna,SSR,Archer,20/01/2024
Danvers Kara Annaevna,Daily Planet,Model,18/04/2021
Romanoff Peter Vsevolodovna,NASA,Journalist,02/06/2022
Lane Carol Timofeyevna,SSR,Archer,25/01/2022
Carter Wanda Dariaevna,Wayne Enterprises,CEO,07/02/2018
Smoak Daniel Nataliaevna,Alias Investigations,Lawyer,05/08/2019
Danvers Oliver Veniaminovna,League of Assassins,Model,08/06/2021
Rand Kate Yevgenievna,Palmer Technologies,Archer,19/06/2019
Parker Felicity Tatianaevna,S.H.I.E.L.D.,Archer,06/12/2017
Murdock Peggy Petrovna,Fantastic Four,Scientist,04/06/2024
Cain Ben Alexandrovna,Daily Planet,Lawyer,23/07/2024
Jones Kara Timofeyevna,Fantastic Four,Model,20/03/2021
Gale Wade Stanislavovna,Rand Enterprises,Archer,16/09/2018
