Full Name,Department,Job Title,Hiring day
Parker Grace Katerinaevna,Fantastic Four,CEO,23/09/2017
Parker Mary Nikolaevna,League of Assassins,IT Specialist,01/03/2017
Parker Peggy Leonidovna,Gamma Research,CEO,27/02/2020
Cain Tony Tatianaevna,Queen Industries,Lawyer,12/02/2023
Carter David Dmitrievna,Army,Soldier,23/01/2020
Smoak Carol Borisovna,Fantastic Four,Reporter,21/07/2022
Zor-El Kate Dmitrievna,S.H.I.E.L.D.,IT Specialist,29/08/2023
Parker Clark Yakovlevna,Queen Industries,Air Force Pilot,21/06/2019
Gale Mary Katerinaevna,Alias Investigations,Agent,26/10/2021
Wilson Kara Irinaevna,CatCo Worldwide Media,Journalist,02/04/2017
Carter David Vsevolodovna,Rand Enterprises,Private Investigator,10/08/2018
Jones Peter Tatianaevna,Central City Police Department,CEO,29/04/2019
Storm Wade Borisovna,Gamma Research,Spy,08/01/2017
Danvers Natasha Viktorovna,Oscorp Industries,Private Investigator,30/11/2018
Reilly Daniel Tatianaevna,Gamma Research,Private Investigator,01/03/2023
Zor-El Clark Yurievna,Fantastic Four,Journalist,20/04/2018
Cain Lois Elenaevna,NASA,Lawyer,29/01/2022
Zor-El Lois Olegovna,Stark Industries,Spy,27/06/2021
Osborn Peggy Irinaevna,S.H.I.E.L.D.,Private Investigator,13/05/2018
Wayne Wanda Olegovna,S.H.I.E.L.D.,Air Force Pilot,07/10/2018
Allen Susan Valeryevna,Gamma Research,Scientist,05/11/2019
Osborn Dorothy Annaevna,Rand Enterprises,Scientist,09/07/2024
Wayne Jason Irinaevna,League of Assassins,Journalist,12/06/2024
Cho Carol Irinaevna,Queen Industries,Photographer,22/11/2016
Wayne Barry Vladimirovna,Queen Industries,Photographer,18/08/2021
White Steve Dmitrievna,Wayne Enterprises,Photographer,29/04/2017
Kent Tony Nikolaevna,Gamma Research,Spy,30/05/2021
White Dorothy Dmitrievna,Queen Industries,Air Force Pilot,09/06/2017
Jones Walter Valeryevna,Daily Planet,Journalist,04/04/2022
Gale Norman Olgaevna,Army,Lawyer,18/03/2019
Reilly Steve Vsevolodovna,League of Assassins,Photographer,21/03/2020
Watson Walter Sidorovna,Alias Investigations,Photographer,28/12/2023
Storm Matt Sergeevna,CatCo Worldwide Media,Spy,29/11/2018
Carter Carol Petrovna,CatCo Worldwide Media,Agent,13/09/2020
Wilson Jason Veniaminovna,CatCo Worldwide Media,Soldier,24/04/2018
Cho Carol Fedorovna,Stark Industries,Agent,24/01/2018
Storm Daniel Gennadievna,Fantastic Four,IT Specialist,27/07/2020
Palpatine Ben Sidorovna,Wayne Enterprises,Archer,23/09/2019
Jones Jessica Artemovna,League of Assassins,Lawyer,10/01/2020
Maximoff Kara Yurievna,S.H.I.E.L.D.,Journalist,04/06/2018
White Kate Veniaminovna,CatCo Worldwide Media,Private Investigator,29/10/2017
Cho Felicity Nataliaevna,Alias Investigations,IT Specialist,02/09/2020
Reilly Bruce Dmitrievna,Alias Investigations,IT Specialist,09/06/2018
White Ben Ivanovna,Army,Journalist,20/12/2018
Allen Natasha Dariaevna,Oscorp Industries,Reporter,31/01/2019
Palpatine Barry Nikolayevna,CatCo Worldwide Media,Reporter,24/06/2021
Rogers Walter Dmitrievna,Daily Planet,Air Force Pilot,08/03/2024
Queen Kara Fedorovna,League of Assassins,Journalist,23/01/2023
Zor-El Rey Vladimirovna,Wayne Enterprises,Air Force Pilot,12/04/2017
Murdock Susan Svetlanaevna,Army,Scientist,03/08/2023
Reilly Oliver Dariaevna,CatCo Worldwide Media,Scientist,16/01/2024
Romanoff Lois Borisovna,Army,Scientist,08/05/2018
Romanoff Wanda Vsevolodovna,Queen Industries,Photographer,21/08/2023
Reilly Daniel Gennadievna,Alias Investigations,Photographer,05/02/2019
Reilly Kate Vladislavovna,Fantastic Four,Air Force Pilot,15/10/2023
Parker Clark Leonidovna,Daily Planet,Scientist,13/09/2016
Cho Barry Nikolayevna,SSR,Reporter,30/11/2022
Lane Mary Dariaevna,Gamma Research,IT Specialist,24/10/2020
Stark Peter Romanovna,Palmer Technologies,Reporter,22/07/2022
Cho Oliver Nikolayevna,Central City Police Department,Scientist,06/06/2017
Cho Wanda Andreevna,Queen Industries,Archer,26/11/2023
Zor-El Kara Elenaevna,Army,Scientist,04/05/2017
Jones Kara Olgaevna,Daily Planet,Archer,14/11/2021
Smoak Matt Borisovna,Central City Police Department,Journalist,01/12/2023
Danvers Wanda Ivanovna,Rand Enterprises,Scientist,20/11/2016
Allen Lois Viktorovna,Stark Industries,Private Investigator,20/08/2018
Parker Wade Igorevna,Alias Investigations,Private Investigator,20/12/2020
Palpatine Wade Svetlanaevna,Daily Planet,Archer,04/03/2019
White Wade Yurievna,Gamma Research,Spy,29/08/2016
Cain Wanda Igorevna,Army,Photographer,06/07/2017
Stark Carol Sidorovna,Rand Enterprises,Soldier,12/03/2019
Gale Kara Borisovna,Fantastic Four,IT Specialist,24/04/2019
Storm Bruce Vladimirovna,Army,IT Specialist,27/04/2020
Rogers Steve Stanislavovna,Oscorp Industries,Soldier,16/03/2019
Wilson Susan Katerinaevna,Oscorp Industries,Scientist,16/10/2020
Todd Natasha Svetlanaevna,NASA,Air Force Pilot,02/03/2024
Romanoff Mary Nataliaevna,Gamma Research,IT Specialist,04/12/2021
Romanoff Rey Maryevna,Alias Investigations,Model,05/05/2018
Storm Mary Svetlanaevna,Rand Enterprises,Reporter,25/04/2021
Kent Jessica Viktorovna,Army,Photographer,30/06/2019
Reilly Norman Yevgenievna,NASA,Reporter,17/01/2021
Smoak Norman Timofeyevna,League of Assassins,Model,20/07/2017
Osborn Matt Katerinaevna,CatCo Worldwide Media,Journalist,29/03/2023
Maximoff Walter Alexandrovna,CatCo Worldwide Media,Soldier,27/01/2019
Cho Oliver Annaevna,Stark Industries,Scientist,21/01/2021
Allen Kate Gennadievna,Fantastic Four,Journalist,26/04/2023
Palpatine Clark Yurievna,Army,Lawyer,19/08/2019
Cho Jessica Mikhailovna,S.H.I.E.L.D.,Private Investigator,03/07/2018
Rogers Peter Yevgenievna,Fantastic Four,Reporter,15/04/2017
Reilly Rey Yakovlevna,Fantastic Four,Reporter,13/03/2018
Danvers Matt Viktorovna,Central City Police Department,Reporter,22/07/2021
Palpatine Rey Nikolaevna,Palmer Technologies,IT Specialist,30/07/2021
White Clark Sidorovna,Daily Planet,Model,24/02/2022
Todd Kara Elenaevna,Fantastic Four,Scientist,08/06/2018
Bishop Rey Vladimirovna,Wayne Enterprises,IT Specialist,25/05/2021
Carter Daniel Mikhailovna,Stark Industries,Lawyer,30/12/2018
Todd Mary Andreevna,Fantastic Four,Reporter,04/01/2021
Rogers Dorothy Yurievna,Central City Police Department,Scientist,09/06/2023
Bishop Kara Dariaevna,Army,CEO,21/12/2020
Smoak David Katerinaevna,Central City Police Department,Journalist,10/09/2016
Parker Wanda Annaevna,SSR,Reporter,26/04/2020
Murdock Barry Vsevolodovna,CatCo Worldwide Media,IT Specialist,30/03/2021
Watson Barry Yurievna,Oscorp Industries,Reporter,19/03/2020
Danvers Jason Annaevna,Army,Journalist,19/11/2021
Zor-El Lois Yakovlevna,CatCo Worldwide Media,Lawyer,23/08/2017
White Tony Igorevna,Central City Police Department,Private Investigator,19/11/2018
Zor-El David Romanovna,Stark Industries,Soldier,03/02/2024
Stark Daniel Vladislavovna,Gamma Research,IT Specialist,17/11/2019
White Natasha Olgaevna,CatCo Worldwide Media,CEO,02/05/2019
Murdock Tony Stanislavovna,Daily Planet,Photographer,16/07/2023
Wilson Oliver Annaevna,Alias Investigations,Scientist,04/06/2017
Zor-El Norman Vladimirovna,Palmer Technologies,Scientist,16/12/2021
Kent Carol Dmitrievna,Stark Industries,Air Force Pilot,23/10/2016
Smoak Peter Maryevna,Rand Enterprises,CEO,09/03/2020
Cain Daniel Stanislavovna,Oscorp Industries,CEO,03/08/2020
Parker Wanda Yevgenievna,Oscorp Industries,Archer,13/02/2022
Palpatine Daniel Sidorovna,NASA,Photographer,18/12/2019
Parker Wade Olgaevna,Oscorp Industries,Soldier,07/04/2024
Osborn Norman Olgaevna,Alias Investigations,IT Specialist,06/10/2020
Reilly Wanda Sidorovna,Stark Industries,IT Specialist,01/05/2018
Bishop Ben Vladimirovna,Central City Police Department,Archer,06/01/2021
Palpatine Grace Vsevolodovna,Palmer Technologies,Scientist,27/04/2024
Gale Norman Olgaevna,Fantastic Four,CEO,30/06/2021
Queen Ben Alexandrovna,Stark Industries,Archer,12/07/2020
Kent Rey Svetlanaevna,CatCo Worldwide Media,IT Specialist,29/12/2017
Osborn Clark Vladislavovna,Central City Police Department,Journalist,21/02/2023
Storm Norman Elenaevna,League of Assassins,Air Force Pilot,07/07/2024
Smoak David Petrovna,Rand Enterprises,Model,15/11/2023
Rand Tony Ivanovna,Queen Industries,Spy,01/04/2021
Wayne Daniel Petrovna,Queen Industries,Soldier,18/06/2019
Parker Dorothy Maryevna,Oscorp Industries,Spy,09/08/2019
Allen Grace Timofeyevna,Rand Enterprises,Spy,19/12/2023
Cain Rey Elenaevna,Army,Journalist,01/05/2017
Cho Steve Vasilievna,Army,Reporter,01/03/2017
Rand Rey Yevgenievna,Daily Planet,Archer,10/04/2021
Smoak Tony Elenaevna,Gamma Research,Model,30/07/2022
White Rey Nikolayevna,Wayne Enterprises,Archer,20/10/2020
Allen Mary Sergeevna,Wayne Enterprises,Photographer,13/12/2020
Cain Susan Nataliaevna,Stark Industries,Photographer,23/10/2019
Stark Ben Yurievna,SSR,Photographer,25/05/2018
Rogers Peggy Artemovna,Alias Investigations,Model,27/06/2018
Carter Walter Svetlanaevna,Wayne Enterprises,Spy,19/08/2019
Bishop Wade Maryevna,Daily Planet,Spy,20/02/2022
Lane Walter Olegovna,Oscorp Industries,Archer,31/08/2021
Rand Lois Vladislavovna,CatCo Worldwide Media,Private Investigator,17/12/2016
Todd Susan Sidorovna,Wayne Enterprises,Reporter,14/09/2016
Rogers Grace Elenaevna,Palmer Technologies,Journalist,06/03/2021
Reilly Walter Stanislavovna,S.H.I.E.L.D.,Lawyer,16/04/2022
Zor-El Oliver Artemovna,Army,Photographer,04/07/2021
Danvers Oliver Veniaminovna,NASA,IT Specialist,09/12/2023
Romanoff Grace Yakovlevna,Queen Industries,Air Force Pilot,14/03/2019
White Natasha Alexandrovna,Gamma Research,Spy,02/05/2021
Parker Clark Mikhailovna,Palmer Technologies,IT Specialist,10/10/2021
Storm Natasha Tatianaevna,Army,Scientist,05/02/2017
Smoak Ben Mikhailovna,CatCo Worldwide Media,Lawyer,17/02/2021
Storm Oliver Mikhailovna,Stark Industries,Archer,12/05/2020
Osborn Walter Nikolayevna,Central City Police Department,Scientist,14/03/2019
Lane Kara Petrovna,Queen Industries,Soldier,18/04/2019
Zor-El Steve Vladislavovna,Stark Industries,CEO,20/04/2019
Gale Barry Maryevna,Army,Scientist,19/03/2020
Jones Peter Vladimirovna,Queen Industries,Soldier,27/09/2020
Zor-El Clark Maryevna,S.H.I.E.L.D.,Air Force Pilot,24/02/2024
Gale Ben Valeryevna,Fantastic Four,Reporter,10/04/2018
Watson Steve Maryevna,CatCo Worldwide Media,Journalist,13/04/2020
Wayne Susan Yakovlevna,Army,Lawyer,02/02/2020
Stark Natasha Igorevna,Palmer Technologies,Scientist,21/12/2020
Gale Matt Alexandrovna,S.H.I.E.L.D.,Journalist,10/03/2020
Rand Peggy Annaevna,SSR,Agent,19/07/2023
Kent Matt Fedorovna,League of Assassins,Spy,30/07/2024
Danvers David Petrovna,League of Assassins,IT Specialist,26/09/2019
Kent Clark Annaevna,Oscorp Industries,Private Investigator,13/11/2018
Romanoff Mary Gennadievna,Fantastic Four,Reporter,19/04/2023
Maximoff Kate Vladislavovna,SSR,Lawyer,07/05/2024
Danvers Natasha Borisovna,Stark Industries,Agent,10/09/2021
Reilly Jason Petrovna,Oscorp Industries,Archer,29/05/2023
Lane Jessica Timofeyevna,Central City Police Department,Scientist,05/06/2022
Parker Ben Romanovna,Wayne Enterprises,Model,24/10/2020
Wilson Peter Nikolaevna,League of Assassins,Journalist,28/02/2018
Osborn Wanda Annaevna,Queen Industries,Scientist,29/09/2022
Jones Susan Viktorovna,Wayne Enterprises,Reporter,21/01/2022
Reilly Lois Stanislavovna,Queen Industries,Soldier,15/04/2024
Reilly Clark Gennadievna,SSR,IT Specialist,11/03/2020
Cho Mary Svetlanaevna,NASA,Scientist,24/09/2023
Storm Peggy Viktorovna,Fantastic Four,CEO,18/04/2018
Smoak Bruce Artemovna,Daily Planet,Spy,21/02/2021
Smoak Grace Maryevna,Queen Industries,Model,26/05/2022
Allen Susan Olegovna,League of Assassins,Soldier,11/12/2023
Romanoff Natasha Dmitrievna,Gamma Research,Photographer,09/05/2021
Danvers Carol Viktorovna,Daily Planet,Private Investigator,22/04/2023
White Wade Romanovna,Rand Enterprises,Reporter,31/12/2018
Queen David Irinaevna,Army,CEO,18/05/2018
White Felicity Elenaevna,SSR,Spy,12/09/2021
Queen Walter Stanislavovna,NASA,CEO,17/07/2019
Todd David Romanovna,Palmer Technologies,Photographer,25/12/2021
Reilly Felicity Maryevna,Wayne Enterprises,IT Specialist,15/01/2022
Allen Clark Nataliaevna,Queen Industries,Reporter,29/09/2018
Jones Rey Yurievna,Rand Enterprises,Scientist,19/01/2018
Romanoff Clark Mikhailovna,CatCo Worldwide Media,Soldier,20/02/2020
Rogers Walter Gennadievna,Oscorp Industries,Journalist,17/10/2021
Danvers Norman Artemovna,S.H.I.E.L.D.,Photographer,16/11/2017
Zor-El Grace Sidorovna,SSR,Photographer,13/07/2018
Stark Grace Veniaminovna,Army,Model,06/05/2024
Cain Oliver Borisovna,NASA,Soldier,14/04/2018
Osborn Dorothy Romanovna,NASA,Agent,05/06/2020
Lane Jason Olgaevna,Wayne Enterprises,Journalist,07/08/2021
Osborn Matt Olegovna,S.H.I.E.L.D.,Journalist,15/09/2021
Wayne Daniel Sergeevna,Army,Spy,18/11/2016
White Wanda Andreevna,Central City Police Department,IT Specialist,20/06/2018
Rand Bruce Timofeyevna,Daily Planet,Photographer,30/01/2022
Smoak Kate Veniaminovna,League of Assassins,Soldier,13/04/2023
Queen David Stanislavovna,S.H.I.E.L.D.,Scientist,20/06/2019
Gale Susan Fedorovna,Gamma Research,Archer,23/08/2017
Reilly Dorothy Vsevolodovna,Queen Industries,Journalist,14/04/2022
Zor-El Kara Romanovna,NASA,Photographer,09/03/2017
Watson Kara Nikolaevna,Wayne Enterprises,Soldier,09/10/2019
Lane Natasha Gennadievna,Central City Police Department,Reporter,01/03/2021
Osborn Oliver Elenaevna,Rand Enterprises,Reporter,04/08/2019
Cho Walter Nikolayevna,League of Assassins,Journalist,16/06/2024
Reilly Carol Viktorovna,League of Assassins,Private Investigator,22/02/2019
Smoak David Sergeevna,Daily Planet,Private Investigator,08/11/2023
Cho Carol Olgaevna,Queen Industries,Lawyer,23/05/2024
Wayne Bruce Vasilievna,Gamma Research,CEO,18/02/2021
Cain Steve Nikolayevna,Army,Reporter,12/10/2016
Wayne Norman Gennadievna,NASA,Journalist,24/11/2019
Smoak Bruce Ivanovna,Stark Industries,IT Specialist,15/08/2018
Carter Kate Veniaminovna,League of Assassins,Soldier,24/03/2020
Danvers Oliver Irinaevna,Daily Planet,Air Force Pilot,29/04/2018
Gale Kate Yurievna,SSR,Agent,02/04/2019
Allen Tony Irinaevna,Stark Industries,Model,07/07/2017
Kent Jason Veniaminovna,Stark Industries,Agent,07/08/2017
Reilly Ben Olgaevna,S.H.I.E.L.D.,Reporter,14/08/2016
Todd Mary Stanislavovna,Queen Industries,Soldier,15/12/2023
Lane Jessica Sidorovna,Wayne Enterprises,IT Specialist,31/08/2020
Romanoff David Gennadievna,Daily Planet,Reporter,29/04/2021
Watson Kate Timofeyevna,Queen Industries,CEO,12/07/2020
Wilson Tony Nataliaevna,Army,Spy,09/02/2017
Queen Tony Irinaevna,League of Assassins,Scientist,01/09/2019
Parker Kate Alexandrovna,Fantastic Four,Soldier,08/01/2019
Cain Mary Leonidovna,Daily Planet,Archer,24/01/2018
Storm Lois Igorevna,Gamma Research,Private Investigator,13/05/2018
Maximoff Daniel Artemovna,Central City Police Department,Agent,08/05/2022
Smoak Kara Vladimirovna,League of Assassins,Air Force Pilot,13/02/2019
Murdock Felicity Dariaevna,Gamma Research,Archer,25/01/2024
Osborn Jessica Svetlanaevna,SSR,Model,28/11/2020
Romanoff Dorothy Romanovna,Army,CEO,31/12/2017
Allen Ben Petrovna,Alias Investigations,Spy,03/06/2020
Parker Jessica Borisovna,Palmer Technologies,Reporter,07/02/2023
Watson Jessica Nikolayevna,Rand Enterprises,Air Force Pilot,05/09/2021
Queen Oliver Petrovna,Army,Private Investigator,10/01/2018
Bishop Felicity Vladimirovna,Wayne Enterprises,IT Specialist,12/12/2022
Wilson Dorothy Dariaevna,NASA,Photographer,17/02/2018
Allen Bruce Valeryevna,CatCo Worldwide Media,Archer,03/01/2018
Danvers Jason Igorevna,Stark Industries,CEO,20/08/2019
Osborn Walter Veniaminovna,Rand Enterprises,Air Force Pilot,25/03/2021
Cho Walter Timofeyevna,NASA,Model,26/01/2023
Wayne Peggy Yevgenievna,Central City Police Department,Archer,23/10/2018
Cho Norman Nikolaevna,Fantastic Four,Lawyer,10/09/2016
Wilson Rey Nikolaevna,Alias Investigations,Scientist,01/06/2019
Reilly Wanda Annaevna,Daily Planet,CEO,24/06/2023
Bishop Susan Mikhailovna,Fantastic Four,Lawyer,12/05/2019
Queen Rey Nikolayevna,Central City Police Department,Archer,08/11/2016
Bishop Ben Svetlanaevna,Alias Investigations,Air Force Pilot,16/02/2023
Cho Walter Gennadievna,Alias Investigations,Agent,04/01/2019
Stark Oliver Olgaevna,Daily Planet,Agent,24/05/2020
Bishop Bruce Olgaevna,Wayne Enterprises,IT Specialist,22/05/2022
Maximoff Bruce Alexandrovna,League of Assassins,Agent,18/01/2022
Gale Dorothy Irinaevna,Queen Industries,IT Specialist,27/01/2020
White Jessica Timofeyevna,Army,Photographer,04/05/2021
Palpatine Felicity Irinaevna,NASA,Reporter,02/06/2018
Cain Kate Nikolayevna,CatCo Worldwide Media,Soldier,27/07/2019
Bishop Tony Dariaevna,Central City Police Department,Spy,03/01/2021
Cho Natasha Yurievna,Central City Police Department,Scientist,01/02/2020
White Matt Timofeyevna,Army,Air Force Pilot,21/06/2024
Kent Matt Andreevna,Alias Investigations,Journalist,16/08/2020
Bishop Felicity Nikolayevna,Rand Enterprises,Lawyer,13/05/2017
Cain Dorothy Olgaevna,NASA,CEO,06/09/2021
Queen Steve Valeryevna,Queen Industries,Agent,03/07/2022
Allen Steve Viktorovna,SSR,Soldier,23/09/2016
Todd Wade Igorevna,Palmer Technologies,IT Specialist,22/10/2020
Wayne Daniel Elenaevna,Wayne Enterprises,CEO,18/11/2016
Rogers Ben Olgaevna,Fantastic Four,Reporter,27/11/2016
Queen Kate Veniaminovna,League of Assassins,Agent,26/01/2017
Smoak Clark Ivanovna,Fantastic Four,Soldier,05/10/2016
Jones Carol Ivanovna,Rand Enterprises,Spy,19/06/2022
Osborn Tony Elenaevna,NASA,Scientist,27/10/2023
Kent Lois Petrovna,Central City Police Department,Archer,15/10/2018
Palpatine Peter Mikhailovna,Fantastic Four,Agent,21/11/2021
Watson Wade Sergeevna,Army,Soldier,10/08/2020
Parker Matt Leonidovna,CatCo Worldwide Media,Photographer,31/12/2021
Gale Natasha Maryevna,Fantastic Four,Model,25/02/2021
Wayne Felicity Nataliaevna,Queen Industries,CEO,12/11/2023
Todd Barry Katerinaevna,NASA,Air Force Pilot,25/06/2022
Parker Barry Svetlanaevna,Rand Enterprises,Lawyer,10/06/2018
Rand Tony Annaevna,Alias Investigations,Reporter,31/08/2017
Rand Kate Viktorovna,Army,Spy,12/01/2019
Todd Felicity Olgaevna,Stark Industries,Lawyer,28/11/2022
Allen Clark Maryevna,Alias Investigations,Reporter,21/04/2024
Osborn Ben Fedorovna,NASA,Journalist,11/05/2024
Wayne Dorothy Vasilievna,Central City Police Department,Photographer,24/10/2019
Bishop Steve Dmitrievna,Stark Industries,IT Specialist,31/03/2023
Jones Susan Tatianaevna,Stark Industries,Reporter,06/12/2021
Todd Tony Stanislavovna,Stark Industries,Soldier,25/02/2022
Maximoff Wade Romanovna,Queen Industries,CEO,02/12/2019
Bishop Peggy Artemovna,SSR,CEO,15/10/2016
Reilly Daniel Dariaevna,Palmer Technologies,Private Investigator,16/07/2024
Queen Natasha Olgaevna,Daily Planet,Lawyer,11/04/2018
Storm David Yurievna,SSR,Journalist,16/07/2024
Kent Tony Stanislavovna,Gamma Research,CEO,28/11/2022
White David Olgaevna,Daily Planet,Journalist,01/12/2016
Maximoff Kate Vladislavovna,Army,Reporter,16/03/2021
White Ben Yurievna,Army,Scientist,04/08/2018
Storm Matt Dmitrievna,League of Assassins,Photographer,19/09/2019
Stark Wade Stanislavovna,NASA,Archer,13/04/2024
Wilson Susan Petrovna,Army,Model,09/06/2021
Reilly Carol Leonidovna,CatCo Worldwide Media,Model,26/03/2018
Gale Clark Petrovna,League of Assassins,Photographer,27/01/2018
Storm Wanda Fedorovna,Oscorp Industries,Journalist,20/03/2017
Bishop Susan Vsevolodovna,Oscorp Industries,Reporter,19/05/2024
Wayne Rey Viktorovna,Alias Investigations,Reporter,23/04/2024
Palpatine Wanda Vladimirovna,Stark Industries,Scientist,07/12/2020
Reilly Grace Valeryevna,Stark Industries,Scientist,20/07/2021
Wayne Barry Igorevna,Gamma Research,Archer,13/11/2020
Palpatine Oliver Vladimirovna,Rand Enterprises,CEO,20/03/2024
Watson Bruce Dariaevna,Daily Planet,CEO,13/04/2019
Maximoff Dorothy Dmitrievna,Stark Industries,Model,26/04/2018
Lane Carol Igorevna,Fantastic Four,Air Force Pilot,01/05/2017
Palpatine Rey Fedorovna,League of Assassins,Model,17/11/2021
Kent Felicity Sergeevna,Rand Enterprises,Model,03/12/2018
Reilly Barry Yevgenievna,Central City Police Department,Photographer,19/08/2021
White Susan Vasilievna,Alias Investigations,CEO,17/06/2019
Parker Bruce Fedorovna,Daily Planet,Lawyer,14/11/2020
Watson Wanda Timofeyevna,NASA,Agent,30/08/2021
Smoak Oliver Yevgenievna,Palmer Technologies,Air Force Pilot,04/12/2023
Rand Walter Olgaevna,Fantastic Four,Lawyer,26/09/2023
Carter Kate Valeryevna,CatCo Worldwide Media,Lawyer,27/03/2020
Stark Walter Gennadievna,Oscorp Industries,Reporter,21/02/2019
Wayne Oliver Fedorovna,NASA,Archer,21/02/2023
Carter Oliver Nikolaevna,Stark Industries,Spy,05/09/2021
Allen Wanda Olgaevna,CatCo Worldwide Media,Private Investigator,21/03/2017
Wilson Felicity Nikolayevna,Stark Industries,Scientist,13/11/2020
Stark Susan Dariaevna,Wayne Enterprises,Agent,07/01/2019
Queen Wade Dariaevna,Daily Planet,Scientist,21/08/2019
Carter Walter Svetlanaevna,Queen Industries,IT Specialist,18/05/2024
Cain Oliver Sidorovna,Palmer Technologies,CEO,02/06/2021
Danvers Clark Vladimirovna,Queen Industries,Air Force Pilot,12/05/2020
Wilson Lois Stanislavovna,Army,Model,23/11/2021
